root	stem	dcs_lemma	scherzl_case	ud_case	subtype	example_only	pages	verdict	dep_gov_count	dep_total	cooc_count	cooc_expected	cooc_ratio	verb_freq	verb_parsed_freq
div	div		instr	Ins	orud	False	110,111	NOT-ADJUDICABLE	0	0	0	0.0		0	0
dru	pradru	pradru	abl	Abl		True	200	UNATTESTED-INSUFFICIENT	0	6	48	20.9	2.299	267	7
dru	dru	dru	acc	Acc		False	51	CONFIRMED	6	14	607	520.0	1.167	1073	15
druh	abhidruh	abhidruh	dat	Dat	dop	True	155	UNATTESTED-INSUFFICIENT	0	6	17	2.5	6.841	43	5
druh	abhidruh	abhidruh	loc	Loc		True	309	UNATTESTED-INSUFFICIENT	0	6	6	8.8	0.681	43	5
druh	druh	druh	dat	Dat	dop	False	155	CONFIRMED	2	6	27	4.0	6.675	70	4
druh	druh	druh	gen	Gen		False	249	UNATTESTED-INSUFFICIENT	0	6	26	17.6	1.478	70	4
duh	duh	duh	acc	Acc		False	46,69,70	CONFIRMED	109	219	664	390.6	1.7	806	120
duh	duh	duh	loc	Loc		True	306	CONFIRMED	8	219	149	165.2	0.902	806	120
dviṣ	dviṣ	dviṣ	acc	Acc		False	46	CONFIRMED	53	110	1144	650.9	1.758	1343	124
dviṣ	dviṣ	dviṣ	gen	Gen		False	249	CONFIRMED	15	110	650	337.5	1.926	1343	124
ej	ej	ej	instr	Ins	soz	True	93	CONFIRMED	1	17	29	19.7	1.47	85	13
gā	gā	gā	acc	Acc		False	51	CONFIRMED	94	242	1412	926.1	1.525	1911	158
gā	gā	gā	dat	Dat	ogr	False	159	CONFIRMED	10	242	182	110.4	1.648	1911	158
gā	nirgā	nirgā	abl	Abl		False	196	UNATTESTED-INSUFFICIENT	0	0	15	2.4	6.189	31	0
gad	gad	gad	acc	Acc		False	59	UNATTESTED-INSUFFICIENT	0	0	326	225.8	1.443	466	0
gad	gad	gad	acc	Acc		False	69	UNATTESTED-INSUFFICIENT	0	0	326	225.8	1.443	466	0
gad	gad	gad	gen	Gen		False	264	UNATTESTED-INSUFFICIENT	0	0	130	117.1	1.11	466	0
gad	gad	gad	loc	Loc		False	301,303	UNATTESTED-INSUFFICIENT	0	0	71	95.5	0.743	466	0
gāh	gāh	gāh	acc	Acc		False	51,52	CONFIRMED	6	16	63	33.4	1.884	69	7
gai	gai		dat	Dat	ogr	True	176	NOT-ADJUDICABLE	0	0	0	0.0		0	0
gai	gai		loc	Loc		True	287	NOT-ADJUDICABLE	0	0	0	0.0		0	0
gam	adhigam	adhigam	instr	Ins	adv	True	131	CONFIRMED	4	21	200	146.4	1.366	631	12
gam	anugam	anugam	instr	Ins	soz	True	93	CONFIRMED	3	32	237	183.8	1.289	792	26
gam	apagam	apagam	instr	Ins	adv	True	132	UNATTESTED-INSUFFICIENT	0	1	43	33.2	1.296	143	1
gam	apagam	apagam	dat	Dat	ogr	True	161	UNATTESTED-INSUFFICIENT	0	1	4	8.3	0.484	143	1
gam	gam	gam	nom	Nom		True	25	CONFIRMED	290	699	14148	13633.4	1.038	18341	453
gam	gam	gam	acc	Acc		False	51,52,55,56	CONFIRMED	284	699	13698	8888.8	1.541	18341	453
gam	gam	gam	acc	Acc		False	73	CONFIRMED	284	699	13698	8888.8	1.541	18341	453
gam	gam	gam	instr	Ins	soz	True	93	CONFIRMED	56	699	4601	4256.7	1.081	18341	453
gam	gam	gam	instr	Ins	pros	True	100,102	CONFIRMED	56	699	4601	4256.7	1.081	18341	453
gam	gam	gam	instr	Ins	orud	True	103,143	CONFIRMED	56	699	4601	4256.7	1.081	18341	453
gam	gam	gam	instr	Ins	p	True	121	CONFIRMED	56	699	4601	4256.7	1.081	18341	453
gam	gam	gam	instr	Ins	mod	True	130	CONFIRMED	56	699	4601	4256.7	1.081	18341	453
gam	gam	gam	dat	Dat	ogr	False	159	CONFIRMED	18	699	819	1059.9	0.773	18341	453
gam	gam	gam	abl	Abl		False	186,188,212,215	CONFIRMED	11	699	1504	1434.0	1.049	18341	453
gam	gam	gam	gen	Gen		True	247	CONFIRMED	12	699	4639	4609.2	1.006	18341	453
gam	gam	gam	loc	Loc		True	289,305	CONFIRMED	28	699	3827	3759.2	1.018	18341	453
gam	nirgam	nirgam	abl	Abl		True	188	UNATTESTED-INSUFFICIENT	0	0	219	42.8	5.121	547	0
gam	parigam	parigam	instr	Ins	adv	True	131	UNATTESTED-INSUFFICIENT	0	0	33	18.8	1.755	81	0
gam	pratigam	pratigam	instr	Ins	adv	True	131	UNATTESTED-INSUFFICIENT	0	0	9	17.6	0.51	76	0
gam	samāgam	samāgam	instr	Ins	soz	False	97,98	CONFIRMED	1	4	238	172.7	1.378	744	6
gam	saṁupagam	gam	abl	Abl		True	215	CONFIRMED	11	699	1504	1434.0	1.049	18341	453
gam	upagam	upagam	acc	Acc		True	50	CONFIRMED	8	19	518	290.8	1.781	600	8
gam	upagam	upagam	instr	Ins	soz	True	96	CONFIRMED	4	19	164	139.3	1.178	600	8
gam	upagam	upagam	gen	Gen		True	268	CONFIRMED	1	19	161	150.8	1.068	600	8
gam	vinirgam	vinirgam	abl	Abl		False	186	UNATTESTED-INSUFFICIENT	0	2	33	5.9	5.554	76	1
gaṇ	parigaṇay	parigaṇay	abl	Abl		True	201	UNATTESTED-INSUFFICIENT	0	0	1	0.6	1.599	8	0
gaṇ	gaṇay	gaṇay	abl	Abl		True	201	UNATTESTED-INSUFFICIENT	0	0	19	12.8	1.482	164	0
gar	anugar		dat	Dat	dop	False	151	NOT-ADJUDICABLE	0	0	0	0.0		0	0
gardh	gardh		loc	Loc		False	301,302	NOT-ADJUDICABLE	0	0	0	0.0		0	0
garh	garh	garh	acc	Acc		False	46,58	UNATTESTED-INSUFFICIENT	0	6	86	89.7	0.959	185	7
garj	pratigarj	pratigarj	gen	Gen		False	249,251	UNATTESTED-INSUFFICIENT	0	0	5	2.0	2.487	8	0
garv	garv		instr	Ins	orud	True	112	NOT-ADJUDICABLE	0	0	0	0.0		0	0
ghaṭ	ghaṭ	ghaṭ	instr	Ins	orud	True	143	UNATTESTED-INSUFFICIENT	0	0	53	27.6	1.919	119	0
ghaṭ	ghātay	ghātay	instr	Ins	orud	True	111	UNATTESTED-INSUFFICIENT	0	2	107	56.4	1.897	243	1
ghrā	ghrā	ghrā	acc	Acc		False	46,48	CONFIRMED	5	8	86	63.0	1.365	130	5
glā/glai	glai		dat	Dat	dop	False	155	NOT-ADJUDICABLE	0	0	0	0.0		0	0
gṝ	gṝ		acc	Acc		False	46	NOT-ADJUDICABLE	0	0	0	0.0		0	0
gṝ	gṝ		instr	Ins	orud	True	113	NOT-ADJUDICABLE	0	0	0	0.0		0	0
grah	anugrah	anugrah	gen	Gen		False	252	UNATTESTED-INSUFFICIENT	0	6	94	70.1	1.341	279	4
grah	grah	grah	acc	Acc		False	46,66	CONFIRMED	223	469	5356	3427.9	1.562	7073	307
grah	grah	grah	instr	Ins	orud	True	105,108,110,111,144	CONFIRMED	68	469	2374	1641.6	1.446	7073	307
grah	grah	grah	instr	Ins	adv	True	131	CONFIRMED	68	469	2374	1641.6	1.446	7073	307
grah	grah	grah	instr	Ins		True	141	CONFIRMED	68	469	2374	1641.6	1.446	7073	307
grah	grah	grah	dat	Dat	dop	True	152	CONFIRMED	7	469	1083	408.7	2.65	7073	307
grah	grah	grah	abl	Abl		True	204	CONFIRMED	7	469	845	553.0	1.528	7073	307
grah	grah	grah	gen	Gen		True	270	CONFIRMED	17	469	2156	1777.5	1.213	7073	307
grah	grah	grah	loc	Loc		True	283	CONFIRMED	35	469	1778	1449.7	1.226	7073	307
grah	grāhay	grāhay	acc	Acc		False	72	CONFIRMED	14	31	186	96.9	1.919	200	14
grah	nigrah	nigrah	loc	Loc		True	283	CONFIRMED	3	11	98	72.4	1.355	353	8
gras	gras	gras	acc	Acc		True	66	CONFIRMED	3	10	355	251.5	1.411	519	19
guh	guh	guh	instr	Ins	orud	True	108	CONFIRMED	4	29	134	108.6	1.234	468	22
guh	guh	guh	instr	Ins		True	140	CONFIRMED	4	29	134	108.6	1.234	468	22
guh	guh	guh	abl	Abl		False	192,195	UNATTESTED-INSUFFICIENT	0	29	43	36.6	1.175	468	22
guh	niguh	niguh	gen	Gen		True	270	UNATTESTED-INSUFFICIENT	0	1	12	16.1	0.746	64	2
gup	gup	gup	gen	Gen		True	271	UNATTESTED-INSUFFICIENT	0	35	142	141.5	1.004	563	21
gup	jugups	jugups	abl	Abl		False	192,194,195	CONFIRMED	3	4	16	5.6	2.842	72	4
hā	hā	hā	dat	Dat	dop	False	153	CONFIRMED	3	116	87	158.3	0.55	2739	74
hā	hā	hā	acc	Acc		False	47	CONFIRMED	51	116	1641	1327.4	1.236	2739	74
hā	hā	hā	instr	Ins	sep	False	133,135	CONFIRMED	5	116	716	635.7	1.126	2739	74
hā	hā	hā	abl	Abl		True	214	CONFIRMED	6	116	370	214.1	1.728	2739	74
hā	vihā	vihā	abl	Abl		True	187	UNATTESTED-INSUFFICIENT	0	5	61	44.4	1.374	568	6
han	han	han	acc	Acc		False	47	CONFIRMED	162	335	6201	4237.7	1.463	8744	216
han	han	han	instr	Ins	orud	True	107,16,2,139,140	CONFIRMED	43	335	2807	2029.4	1.383	8744	216
han	han	han	instr	Ins		True	140	CONFIRMED	43	335	2807	2029.4	1.383	8744	216
han	han	han	abl	Abl		True	186,213,215	CONFIRMED	4	335	512	683.6	0.749	8744	216
han	han	han	loc	Loc		True	288,306	CONFIRMED	13	335	2033	1792.2	1.134	8744	216
han	pratihan	pratihan	instr	Ins	orud	True	105	CONFIRMED	1	7	84	56.9	1.477	245	5
har	apahar		nom	Nom		True	25	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	apahar		abl	Abl		True	189	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	har		acc	Acc		False	47	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	har		instr	Ins	orud	True	108,2,140	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	har		abl	Abl		True	224	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	har		gen	Gen		True	269	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	har		dat	Dat	dop	True	155	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	prahar		dat	Dat	ogr	False	159,160	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	(pra-ud-hṛ)		abl	Abl		True	188	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	(ud-ā-har)		acc	Acc		False	74,75	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	upahar		acc	Acc		True	66	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	upahar		gen	Gen		True	270	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	vihar		instr	Ins	soz	True	95	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	(vi-a-har)		dat	Dat	dop	False	151	NOT-ADJUDICABLE	0	0	0	0.0		0	0
har	ud-hāray		abl	Abl		True	212	NOT-ADJUDICABLE	0	0	0	0.0		0	0
harṣ	anuharṣ		acc	Acc		True	62	NOT-ADJUDICABLE	0	0	0	0.0		0	0
harṣ	harṣ		instr	Ins	orud	True	111	NOT-ADJUDICABLE	0	0	0	0.0		0	0
harṣ	harṣ		dat	Dat	dop	True	153	NOT-ADJUDICABLE	0	0	0	0.0		0	0
hary	hary	hary	loc	Loc		True	287	UNATTESTED-INSUFFICIENT	0	9	7	8.8	0.794	43	8
has	has	has	acc	Acc		False	64	UNATTESTED-INSUFFICIENT	0	1	243	203.1	1.197	419	2
has	has	has	abl	Abl		True	202	UNATTESTED-INSUFFICIENT	0	1	25	32.8	0.763	419	2
has	has	has	loc	Loc		False	301,303	CONFIRMED	1	1	85	85.9	0.99	419	2
has	prahas	prahas	acc	Acc		True	63	CONFIRMED	1	1	348	230.7	1.509	476	3
has	vihas	vihas	gen	Gen		False	253,254	UNATTESTED-INSUFFICIENT	0	0	18	24.9	0.723	99	0
heṣ	heṣ	heṣ	abl	Abl		True	201	UNATTESTED-INSUFFICIENT	0	0	1	2.0	0.492	26	0
hi	hi	hi	loc	Loc		True	314	CONFIRMED	7	77	55	45.9	1.198	224	49
hi	prahi	prahi	dat	Dat	ogr	False	159,160	CONFIRMED	2	25	125	25.0	4.996	433	15
hīḍ	hīḍ	hīḍ	acc	Acc		False	47	CONFIRMED	1	4	24	14.1	1.708	29	6
hnu	hnu	hnu	dat	Dat	dop	False	155	UNATTESTED-INSUFFICIENT	0	0	3	0.3	8.652	6	1
hrī	hrī	hrī	abl	Abl		False	193,195	UNATTESTED-INSUFFICIENT	0	0	3	2.2	1.37	28	0
hrī	hrī	hrī	gen	Gen		False	249,251	UNATTESTED-INSUFFICIENT	0	0	6	7.0	0.853	28	0
hū	āhvā	āhvā	dat	Dat	dop	True	151	CONFIRMED	1	11	79	39.8	1.984	689	14
hū	āhvā	āhvā	dat	Dat	ogr	False	159,161	CONFIRMED	1	11	79	39.8	1.984	689	14
hū	āhvā	āhvā	loc	Loc		True	308	CONFIRMED	1	11	177	141.2	1.253	689	14
hū	hvā	hvā	acc	Acc		False	47	CONFIRMED	148	314	873	475.4	1.836	981	167
hū	hvā	hvā	loc	Loc		True	287,308	CONFIRMED	12	314	260	201.1	1.293	981	167
hu	hu	hu	acc	Acc		False	47	CONFIRMED	507	1599	4625	3110.4	1.487	6418	1016
hu	hu	hu	gen	Gen		False	255,256	CONFIRMED	78	1599	1937	1612.9	1.201	6418	1016
hū	(sam-ā-hve)		dat	Dat	ogr	True	161	NOT-ADJUDICABLE	0	0	0	0.0		0	0
i	(abhi-i)	i	dat	Dat	ogr	False	159	CONFIRMED	10	849	355	212.3	1.673	3673	531
i	adhyāpay	adhyāpay	acc	Acc		True	72	UNATTESTED-INSUFFICIENT	0	1	97	63.0	1.54	130	5
i	ape	ape	gen	Gen		True	270	UNATTESTED-INSUFFICIENT	0	10	68	68.4	0.995	272	18
i	(ati-i)	i	instr	Ins	orud	True	108	CONFIRMED	85	849	1082	852.5	1.269	3673	531
i	(ava-i)	i	acc	Acc		True	74	CONFIRMED	318	849	2903	1780.1	1.631	3673	531
i	(ā-i)	i	instr	Ins	soz	True	93	CONFIRMED	85	849	1082	852.5	1.269	3673	531
i	(ā-i)	i	dat	Dat	ogr	False	159	CONFIRMED	10	849	355	212.3	1.673	3673	531
i	i	i	nom	Nom		True	25	CONFIRMED	377	849	3123	2730.2	1.144	3673	531
i	i	i	acc	Acc		False	51,52,55,56	CONFIRMED	318	849	2903	1780.1	1.631	3673	531
i	i	i	acc	Acc		False	69	CONFIRMED	318	849	2903	1780.1	1.631	3673	531
i	i	i	instr	Ins	soz	True	93	CONFIRMED	85	849	1082	852.5	1.269	3673	531
i	i	i	dat	Dat	ogr	False	159	CONFIRMED	10	849	355	212.3	1.673	3673	531
i	i	i	abl	Abl		False	186,195,197	CONFIRMED	37	849	475	287.2	1.654	3673	531
i	i	i	loc	Loc		False	305	CONFIRMED	15	849	653	752.8	0.867	3673	531
i	(prati-i)	i	gen	Gen		False	253,254	CONFIRMED	7	849	1166	923.1	1.263	3673	531
i	(pra-i)	i	instr	Ins	pros	True	100	CONFIRMED	85	849	1082	852.5	1.269	3673	531
i	(sam-i)	i	instr	Ins	soz	True	97	CONFIRMED	85	849	1082	852.5	1.269	3673	531
i	udi	udi	abl	Abl		False	195,197	CONFIRMED	11	81	110	75.1	1.466	960	112
i	upe	upe	instr	Ins	pros	True	102	CONFIRMED	18	203	586	516.6	1.134	2226	117
īḍ	īḍ	īḍ	acc	Acc		False	69	CONFIRMED	21	57	255	170.6	1.495	352	48
īkṣ	samīkṣ	samīkṣ	acc	Acc		True	63	CONFIRMED	7	14	325	176.4	1.842	364	11
īkṣ	(ati-vi-īkṣ)	īkṣ	instr	Ins	mod	True	129	UNATTESTED-INSUFFICIENT	0	42	123	109.8	1.12	473	32
īr	(pra-īray)	īr	dat	Dat	ogr	False	159	CONFIRMED	2	30	13	5.0	2.586	87	17
iṣ	iṣ	iṣ	dat	Dat	ogr	False	159	CONFIRMED	13	213	314	279.8	1.122	4842	140
iṣ	iṣ	iṣ	abl	Abl		False	186	CONFIRMED	3	213	526	378.6	1.389	4842	140
iṣ	iṣ	iṣ	acc	Acc		False	45,47	CONFIRMED	105	213	3621	2346.6	1.543	4842	140
iṣ	iṣ	iṣ	acc	Acc		False	73,75	CONFIRMED	105	213	3621	2346.6	1.543	4842	140
iṣ	iṣ	iṣ	loc	Loc		True	313	CONFIRMED	14	213	878	992.4	0.885	4842	140
īś	īś	īś	acc	Acc		True	49	CONFIRMED	14	123	212	206.0	1.029	425	71
īś	īś	īś	gen	Gen		False	260	CONFIRMED	46	123	339	106.8	3.174	425	71
īṣ	īṣ	īṣ	acc	Acc		True	67	CONFIRMED	1	10	15	11.6	1.29	24	5
īṣ	īṣ	īṣ	abl	Abl		True	186	CONFIRMED	2	10	15	1.9	7.994	24	5
jabh/jambh	jambh		gen	Gen		False	254	NOT-ADJUDICABLE	0	0	0	0.0		0	0
jāgar	jāgar		loc	Loc		False	301,302	NOT-ADJUDICABLE	0	0	0	0.0		0	0
jakṣ	jakṣ	jakṣ	gen	Gen		False	254,255	CONFIRMED	2	5	26	28.6	0.908	114	5
jalp	jalp	jalp	acc	Acc		False	59	CONFIRMED	2	7	81	61.1	1.326	126	3
jan	jan	jan	abl	Abl		False	195,196,211	CONFIRMED	74	595	1871	723.0	2.588	9247	511
jan	jan	jan	gen	Gen		True	270	CONFIRMED	22	595	3025	2323.8	1.302	9247	511
jan	jan	jan	loc	Loc		True	286,303	CONFIRMED	58	595	2901	1895.3	1.531	9247	511
jan	janay	janay	dat	Dat	org	True	177	CONFIRMED	7	123	129	88.1	1.465	1524	79
jan	prajan	prajan	loc	Loc		True	303	CONFIRMED	3	78	209	180.8	1.156	882	83
jan	(ud-jan)	jan	abl	Abl		True	211	CONFIRMED	74	595	1871	723.0	2.588	9247	511
jan	vijan	vijan	loc	Loc		True	303	UNATTESTED-INSUFFICIENT	0	1	32	36.3	0.882	177	1
jap	jap	jap	acc	Acc		True	66	CONFIRMED	61	165	1363	824.9	1.652	1702	118
jar	jar		acc	Acc		False	46	NOT-ADJUDICABLE	0	0	0	0.0		0	0
ji	ji	ji	acc	Acc		False	46	CONFIRMED	113	251	2662	1978.3	1.346	4082	180
ji	ji	ji	acc	Acc		False	69,71	CONFIRMED	113	251	2662	1978.3	1.346	4082	180
jinv	jinv	jinv	dat	Dat	ogr	False	166	CONFIRMED	2	53	162	16.6	9.734	288	45
jīv	jīv	jīv	acc	Acc		True	66	CONFIRMED	17	82	1288	1076.9	1.196	2222	101
jīv	jīv	jīv	instr	Ins	orud	True	109	CONFIRMED	8	82	537	515.7	1.041	2222	101
jīv	jīv	jīv	dat	Dat	ogr	True	177	CONFIRMED	1	82	181	128.4	1.41	2222	101
jīv	jīv	jīv	loc	Loc		False	301,302	CONFIRMED	3	82	416	455.4	0.913	2222	101
jñā	jñā	jñā	acc	Acc		False	46,48	CONFIRMED	68	111	2983	2443.1	1.221	5041	78
jñā	jñā	jñā	acc	Acc		False	73,74	CONFIRMED	68	111	2983	2443.1	1.221	5041	78
jñā	jñā	jñā	abl	Abl		True	214	UNATTESTED-INSUFFICIENT	0	111	528	394.1	1.34	5041	78
jñā	jñā	jñā	gen	Gen		False	260	UNATTESTED-INSUFFICIENT	0	111	1533	1266.8	1.21	5041	78
jñā	vijñā	vijñā	acc	Acc		True	151	CONFIRMED	29	95	1090	1106.0	0.986	2282	82
jñā	vijñā	vijñā	abl	Abl		True	215	CONFIRMED	2	95	172	178.4	0.964	2282	82
jñā	vijñāpay	vijñāpay	abl	Abl		True	205	UNATTESTED-INSUFFICIENT	0	6	16	16.3	0.979	209	3
jū	jū	jū	acc	Acc		False	46	CONFIRMED	4	12	67	42.6	1.571	88	16
juṣ	juṣ	juṣ	acc	Acc		False	46,48	CONFIRMED	56	131	1001	594.2	1.685	1226	138
juṣ	juṣ	juṣ	gen	Gen		False	254,255	CONFIRMED	3	131	490	308.1	1.59	1226	138
juṣ	juṣ	juṣ	dat	Dat	ogr	False	159,160	CONFIRMED	13	131	397	70.8	5.604	1226	138
jval	jval	jval	acc	Acc		True	66	UNATTESTED-INSUFFICIENT	0	23	435	400.8	1.085	827	25
jval	prajval	prajval	abl	Abl		True	200	UNATTESTED-INSUFFICIENT	0	1	15	17.4	0.864	222	4
jyā	jyā	jyā	acc	Acc		False	69	CONFIRMED	3	3	78	45.1	1.731	93	8
kalp	kalp		dat	Dat	ogr	False	163	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kalp	kalpay	kalpay	instr	Ins	pros	True	102	CONFIRMED	16	108	383	253.4	1.511	1092	55
kalp	apakalp		dat	Dat	ogr	True	163	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kamp	kamp	kamp	instr	Ins	mod	True	130	UNATTESTED-INSUFFICIENT	0	0	78	55.0	1.418	237	0
kāṅkṣ	kāṅkṣ	kāṅkṣ	acc	Acc		False	46,48	CONFIRMED	4	7	152	97.9	1.553	202	3
kāṅkṣ	kāṅkṣ	kāṅkṣ	acc	Acc		True	76	CONFIRMED	4	7	152	97.9	1.553	202	3
kaṇṭh	utkaṇṭh	utkaṇṭh	gen	Gen		False	252,253	UNATTESTED-INSUFFICIENT	0	0	8	6.8	1.179	27	0
kar	anukar		gen	Gen		False	253,254	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	apakar		gen	Gen		False	249,251	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		nom	Nom		True	28	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		acc	Acc		False	46,47,66	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		acc	Acc		False	69,70	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		acc	Acc		False	73,74	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		instr	Ins	pros	True	102	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		instr	Ins	orud	False	106	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		instr	Ins	pr	True	121	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		instr	Ins	adv	True	131	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		dat	Dat	ogr	False	166	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		abl	Abl		True	201,214,212	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		gen	Gen		False	266	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		loc	Loc		True	288,307	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		gen	Gen		False	257	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kar		dat	Dat	ogr	True	176	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	kāray	kāray	acc	Acc		False	72	CONFIRMED	55	87	1457	804.0	1.812	1659	49
kar	pratikar		dat	Dat	dop	False	150,151	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	pratikar		gen	Gen		False	249,250	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	upakar		gen	Gen		False	252,253,254	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kar	vikar		instr	Ins		True	141	NOT-ADJUDICABLE	0	0	0	0.0		0	0
karṇ	ākarṇay	ākarṇay	instr	Ins	adv	True	132	UNATTESTED-INSUFFICIENT	0	0	67	54.8	1.223	236	0
karṣ	karṣ		acc	Acc		False	46,51,53	NOT-ADJUDICABLE	0	0	0	0.0		0	0
karṣ	karṣ		acc	Acc		False	69,71	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kart	kart		abl	Abl		True	187	NOT-ADJUDICABLE	0	0	0	0.0		0	0
kas	niṣkas	niṣkas	instr	Ins	pros	True	101	UNATTESTED-INSUFFICIENT	0	0	1	4.4	0.227	19	0
kāś	prakāśay	prakāśay	acc	Acc		True	49	CONFIRMED	2	2	150	112.9	1.328	233	2
kāś	prakāśay	prakāśay	gen	Gen		False	261	UNATTESTED-INSUFFICIENT	0	2	66	58.6	1.127	233	2
kath	kathay	kathay	acc	Acc		False	59,67	CONFIRMED	1	10	1566	1683.6	0.93	3474	4
kath	kathay	kathay	instr	Ins	soz	True	94	CONFIRMED	2	10	1224	806.3	1.518	3474	4
kath	kathay	kathay	instr	Ins	mod	True	129	CONFIRMED	2	10	1224	806.3	1.518	3474	4
kath	kathay	kathay	instr	Ins	adv	True	132	CONFIRMED	2	10	1224	806.3	1.518	3474	4
kath	kathay	kathay	dat	Dat	dop	False	151	UNATTESTED-INSUFFICIENT	0	10	423	200.8	2.107	3474	4
kath	kathay	kathay	abl	Abl		True	223	UNATTESTED-INSUFFICIENT	0	10	294	271.6	1.082	3474	4
kath	kathay	kathay	gen	Gen		False	264,265	CONFIRMED	2	10	1402	873.0	1.606	3474	4
khad	khad		instr	Ins	soz	True	95	NOT-ADJUDICABLE	0	0	0	0.0		0	0
khan	khan	khan	instr	Ins	orud	True	105	CONFIRMED	10	92	128	81.7	1.567	352	65
khan	khan	khan	dat	Dat	ogr	True	176	CONFIRMED	5	92	52	20.3	2.556	352	65
khid	kheday	kheday	acc	Acc		True	49	UNATTESTED-INSUFFICIENT	0	0	18	12.1	1.486	25	0
khyā	ākhyā	ākhyā	acc	Acc		False	59	UNATTESTED-INSUFFICIENT	0	9	556	471.1	1.18	972	6
khyā	ākhyā	ākhyā	abl	Abl		True	215	UNATTESTED-INSUFFICIENT	0	9	56	76.0	0.737	972	6
khyā	ākhyā	ākhyā	gen	Gen		False	264,265	UNATTESTED-INSUFFICIENT	0	9	403	244.3	1.65	972	6
khyā	khyā	khyā	acc	Acc		False	59	CONFIRMED	7	17	175	376.6	0.465	777	11
kīrt	kīrtay	kīrtay	gen	Gen		False	257,264	CONFIRMED	6	20	305	193.8	1.574	771	14
kram	kram	kram	abl	Abl		True	187	UNATTESTED-INSUFFICIENT	0	41	76	32.4	2.348	414	30
kram	upakram	upakram	instr	Ins	adv	True	131	UNATTESTED-INSUFFICIENT	0	3	108	67.5	1.599	291	5
kram	upakram	upakram	dat	Dat	ogr	False	159	UNATTESTED-INSUFFICIENT	0	3	34	16.8	2.022	291	5
kram	(ud-kram)	kram	instr	Ins	soz	True	93	CONFIRMED	4	41	131	96.1	1.363	414	30
kram	(ud-kram)	kram	abl	Abl		True	187	UNATTESTED-INSUFFICIENT	0	41	76	32.4	2.348	414	30
kram	vikram	vikram	acc	Acc		True	66	CONFIRMED	4	15	225	200.2	1.124	413	15
kram	vikram	vikram	instr	Ins	soz	True	94	CONFIRMED	3	15	110	95.9	1.148	413	15
krand	krand	krand	acc	Acc		False	59	CONFIRMED	8	43	103	88.7	1.161	183	32
krand	krand	krand	instr	Ins	pr	True	120	UNATTESTED-INSUFFICIENT	0	43	44	42.5	1.036	183	32
krap	krap		acc	Acc		False	63	NOT-ADJUDICABLE	0	0	0	0.0		0	0
krī	niṣkrī	niṣkrī	abl	Abl		False	190	CONFIRMED	7	32	25	5.2	4.772	67	12
krī	krī	krī	instr	Ins	orud	False	110,111	CONFIRMED	6	29	199	101.9	1.953	439	21
krī	krī	krī	gen	Gen		True	269	CONFIRMED	1	29	122	110.3	1.106	439	21
krī	parikrī	parikrī	dat	Dat	ogr	True	166	UNATTESTED-INSUFFICIENT	0	8	8	1.8	4.466	31	6
krī	vikrī	vikrī	instr	Ins	orud	False	110,111	UNATTESTED-INSUFFICIENT	0	2	58	42.0	1.381	181	2
krīḍ	krīḍ	krīḍ	instr	Ins	soz	True	94	UNATTESTED-INSUFFICIENT	0	14	252	114.7	2.198	494	16
