key	verdict	locus	note
HK-150	SILENT	—	три ступени у З. — о глагольных корнях, не об именных основах на -an/-vaṃs/-añc.
HK-151	SILENT	—	вне охвата (глагольная морфонология)
HK-152	SILENT	—	вне охвата (глагольная морфонология)
HK-153	SILENT	—	вне охвата (глагольная морфонология)
HK-154	SILENT	—	вне охвата (глагольная морфонология)
HK-155	SILENT	—	вне охвата (глагольная морфонология)
HK-156	SILENT	—	вне охвата (глагольная морфонология)
HK-157	SILENT	—	вне охвата (глагольная морфонология)
HK-158	SILENT	—	вне охвата (глагольная морфонология)
HK-159	SILENT	—	вне охвата (именное словообразование вне глагольной парадигмы)
HK-160	SILENT	—	вне охвата (глагольная морфонология)
HK-161	SILENT	—	вне охвата (глагольная морфонология)
HK-162	SILENT	—	вне охвата (глагольная морфонология)
HK-163	SILENT	—	вне охвата (глагольная морфонология)
HK-164	SILENT	—	вне охвата (глагольная морфонология)
HK-165	SILENT	—	вне охвата (глагольная морфонология)
HK-166	SILENT	—	вне охвата (глагольная морфонология)
HK-167	SILENT	—	вне охвата (глагольная морфонология)
HK-168	SILENT	—	вне охвата (глагольная морфонология)
HK-169	SILENT	—	вне охвата (глагольная морфонология)
HK-170	SILENT	—	вне охвата (глагольная морфонология)
HK-171	SILENT	—	вне охвата (глагольная морфонология)
HK-172	SILENT	—	вне охвата (глагольная морфонология)
HK-173	SILENT	—	вне охвата (глагольная морфонология)
HK-174	SILENT	—	вне охвата (глагольная морфонология)
HK-175	SILENT	—	вне охвата (глагольная морфонология)
HK-176	SILENT	—	вне охвата (глагольная морфонология)
HK-177	SILENT	—	вне охвата (глагольная морфонология)
HK-178	SILENT	—	вне охвата (глагольная морфонология)
HK-179	SILENT	—	вне охвата (глагольная морфонология)
HK-180	SILENT	—	вне охвата (глагольная морфонология)
HK-181	SILENT	—	вне охвата (глагольная морфонология)
HK-182	SILENT	—	вне охвата (глагольная морфонология)
HK-183	SILENT	—	вне охвата (глагольная морфонология)
HK-184	SILENT	—	вне охвата (глагольная морфонология)
HK-185	SILENT	—	вне охвата (глагольная морфонология)
HK-186	SILENT	—	вне охвата (именное словообразование вне глагольной парадигмы)
HK-187	SILENT	—	вне охвата (глагольная морфонология)
HK-188	SILENT	—	вне охвата (глагольная морфонология)
HK-189	SILENT	—	вне охвата (глагольная морфонология)
HK-190	SILENT	—	вне охвата (глагольная морфонология)
HK-191	SILENT	—	вне охвата (глагольная морфонология)
HK-192	SILENT	—	вне охвата (глагольная морфонология)
HK-193	AGREE	Morphological Positions (L113)	Каузатив = позиция 2 (guṇa): «For other roots they constitute morphological position 2 (…chedayati)»; для корней на a+C — vṛddhi (tāpayati).
HK-194	AGREE	Morphological Positions (L113)	«morphological position 3 for the roots ending in the a+C» (позиция 3 = vṛddhi): tāpayati, çrāvayati, kārayati — покрывает и корни на гласную (guṇa av/ar).
HK-195	SILENT	—	Каузатив трактуется (ожидаемая поз. 3 = vṛddhi для корней на a+C: tāpayati, kārayati), но исключение gam/jan/tvar с guṇa не обсуждается.
HK-196	SILENT	—	Каузативный формант -paya не упоминается; статья трактует только ступень корня в каузативе.
HK-197	SILENT	—	Лишь оговорка «ta-participle (but not causative)» — причастие каузатива исключено из поз. 1; его образование (утрата -aya) не описано.
HK-198	SILENT	—	вне охвата (синтаксис каузатива)
HK-199	SILENT	—	вне охвата (синтаксис каузатива)
HK-200	SILENT	—	Деноминативы лишь как квазикорни (mārg из mārgati); правило «основа имени + -yá» не формулируется.
HK-201	SILENT	—	Спряжение деноминативов не трактуется.
HK-202	AGREE	Morphological Positions, дезидератив (L127)	Структура подтверждена: «stem of the desiderative with reduplication», формы на -sa/-iṣa: «cichitsati, rurudiṣati»; ударение источник не размечает.
HK-203	SILENT	—	Правило гласной удвоения дезидератива не формулируется; примеры (bubhūṣati, rurudiṣati) ему соответствуют.
HK-204	SILENT	—	Безредупликационные дезидеративы (ī́psati, dítsati, dhī́tsati) не упоминаются.
HK-205	SILENT	—	Интенсив в статье не рассматривается.
HK-206	SILENT	—	Интенсив в статье не рассматривается.
HK-207	SILENT	—	вне охвата (употребление времён)
HK-208	SILENT	—	Аугмент лишь конвенционально исключён из словоформы (fn12); позиция при префиксе и запрет с mā не трактуются.
HK-209	SILENT	—	Об окончаниях и залогах молчит; по ступени аорист 2 не всегда как през. 6 — поз. 2 (guṇa) для корней на A₂/R/M/N (akarat, agamat).
HK-210	DISAGREE	Morphological Positions, аорист 3 (L123)	У источника guṇa не только для -am/-an/-ar, а для всех корней на чередуемый элемент: «position 2 for roots ending in an alternating element (atuṣṭavat)».
HK-211	SILENT	—	Удвоительный аорист каузативов на -p (ajijñipat) не упоминается.
HK-212	SILENT	—	вне охвата (именное словообразование)
HK-213	SILENT	—	вне охвата (именное словообразование)
HK-214	AGREE	Roots of seṭ and aniṭ Groups (L305, fn20 L415)	«a-çrau-ṣ-am» и «a-pāv-i-ṣ-am» — одна формация без/с соединительной гласной, а её наличие задаёт параметр aniṭ/seṭ; колебания — veṭ и смешанные типы.
HK-215	SILENT	—	Аорист 6 лишь упомянут (agāsiṣam), аорист на -sa не фигурирует; о редкости ничего нет.
HK-216	AGREE	Morphological Positions, сигм. аорист (L115, L125)	P.: «aorist 4: atāpsam, achaitsam, adrākṣam» = поз. 3 (vṛddhi); Ā. без соед. гласной: «achitsi, adṛkṣi» = поз. 1 (слабая ступень).
HK-217	SILENT	—	Сандхи перед -s не формулируются; примеры (ayāṁsam, adrākṣam) им соответствуют.
HK-218	AGREE	Series A₂ (L183) + Morph. Positions c (L125)	«asthāt» (аор. 1 P.), «aorist 4 asthiṣi» — Ā. сигматический с нулевой ступенью sthi (=ā→i); выбор класса по залогу как правило не формулируется.
HK-219	SILENT	—	Аорист 6 лишь упомянут: agāsiṣam (корень на -ā); ограничения (немногие корни, только P.) не обсуждаются.
HK-220	SILENT	—	Аорист на -sa (7-й класс) в статье не фигурирует (только классы 1–6).
HK-221	SILENT	—	вне охвата (именное словообразование)
HK-222	SILENT	—	вне охвата (именное словообразование)
HK-223	SILENT	—	Инъюнктив и запретительная конструкция с mā не рассматриваются.
HK-224	AGREE	Morph. Positions e + fn27 (L129, L429)	«In the precative forms, ā before yā usually transforms into e» (stheyāsam); у источника «usually», перечень e/ai/o не даётся.
HK-225	SILENT	—	вне охвата (статистика префиксальных глаголов)
HK-226	SILENT	—	вне охвата (семантика префиксальных глаголов)
HK-227	SILENT	—	вне охвата (семантика префиксальных глаголов)
HK-228	SILENT	—	вне охвата (именное словообразование)
HK-229	SILENT	—	вне охвата (именное словообразование)
HK-230	SILENT	—	вне охвата (именное словообразование)
HK-231	SILENT	—	вне охвата (наречия)
HK-232	SILENT	—	вне охвата (наречия)
HK-233	SILENT	—	вне охвата (композиты/наречия)
HK-234	SILENT	—	вне охвата (композиты)
HK-235	SILENT	—	вне охвата (композиты)
HK-236	SILENT	—	вне охвата (композиты)
HK-237	SILENT	—	вне охвата (композиты)
HK-238	SILENT	—	вне охвата (композиты)
HK-239	SILENT	—	вне охвата (композиты)
HK-240	SILENT	—	вне охвата (композиты)
HK-241	SILENT	—	вне охвата (композиты)
HK-242	SILENT	—	вне охвата (композиты)
HK-243	SILENT	—	вне охвата (композиты)
HK-244	SILENT	—	вне охвата (композиты)
HK-245	SILENT	—	вне охвата (композиты)
HK-246	SILENT	—	вне охвата (композиты)
HK-247	SILENT	—	вне охвата (композиты; статья — только глагольная парадигма)
HK-248	SILENT	—	вне охвата (композиты)
HK-249	SILENT	—	вне охвата (композиты)
HK-250	SILENT	—	вне охвата (композиты)
HK-251	SILENT	—	вне охвата (композиты)
HK-252	SILENT	—	вне охвата (композиты)
HK-253	SILENT	—	вне охвата (композиты)
HK-254	SILENT	—	вне охвата (числительные)
HK-255	SILENT	—	вне охвата (числительные)
HK-256	SILENT	—	вне охвата (именное словообразование)
HK-257	SILENT	—	вне охвата (именное словообразование)
HK-258	SILENT	—	вне охвата (именное словообразование)
HK-259	SILENT	—	вне охвата (именное словообразование)
