key	verdict	locus	note
HK-3	AGREE	урок XXX (L4257)	«Part. fut. pass. образуется посредством tavya... anīya... и ya» — одна категория; i перед tavya по правилам инфинитива.
HK-4a	AGREE	урок XLIV (L6757)	«можно образовать от любого корня; ...посредством суфф. sya [ṣya]».
HK-4b	DISAGREE	урок XLIV (L6757-6763)	У Бюлера i лексичен (по инфинитиву); дифтонги → ā+sya: «gai, gāsyati», также «śru, śroṣyati» без i; совпадает лишь «у корней на ṛ всегда вставляется i».
HK-5	SILENT	—	Второй (тематический) аорист описан (у. XLV) без частотного ранжирования типов; искал «аорист», «редко/большей частью».
HK-6	AGREE	урок XXVII (L3591)	«причастие страдательного залога образуется посредством māna [māṇa], f ā» — a-основа, ж.р. на ā.
HK-7	SILENT	—	Фонетического раздела нет (текст начинается с лигатур); искал «преоблада», «гласн».
HK-8	SILENT	—	ḹ в тексте вовсе отсутствует; о редкости ṝ/ḷ ничего; искал «ḹ/ḷ», «редк».
HK-9	AGREE	урок VII (L936)	«в d перед начальными гласными и звонкими g, gh, d, dh, b, bh, y, r, v, h».
HK-10	SILENT	—	Правил ударения нет; искал «ударени», «энклит» (лишь заметка об энклитич. местоимениях L2509).
HK-11	AGREE	урок IV (L576)	«висарга окончаний iḥ, īḥ, uḥ... превращается в r» перед гласными и звонкими; из aḥ/āḥ — только восходящая к ar/ār, т.е. не после a/ā.
HK-12	SILENT	—	О доле a-основ среди существительных ничего; искал «большая часть», «распространён».
HK-13	AGREE	урок XX (L2587)	«Сущ. ср. р. в N. V. Асc. du. имеют суффикс ī, а в pl. ni»; во всех парадигмах ср.р. N=V=Acc (phala, vāri, madhu, manas).
HK-14	AGREE	урок IX (L1166)	«Существительные жен. р. на ā; jāyā жена» — ā-основы поданы как женский род.
HK-15	AGREE	урок XI (L1439)	«Imperfectum выражает прошедшее время и употребляется в историческом раcсказе».
HK-16	DISAGREE	урок XVII (L2228-2238)	«Существ. м. и ж. р. на ā, ī и ū» — м.р. khalapū, yavakrī, grāmaṇī против «всегда женского рода»; nadī/vadhū (у. XI/XIV) даны как ж.р.
HK-17	SILENT	—	L1859 — о значениях лиц императива; о частотности форм 2-го лица ничего; искал «императив», «лицо».
HK-18	AGREE	урок I (L131)	«присоединяется а, который в первом лице ед., дв. и мн ч. ind. заменяется ā»; о доле тематических глаголов молчит.
HK-19	AGREE	урок XXXVII (L5295)	«в середине содержат носовой, всегда его лишаются, напр. bandh»; о доле корней на носовой+согласный молчит.
HK-20	AGREE	урок XXXV (L4895)	«в III классе... anti и antu также теряют n».
HK-21	AGREE	урок XLIV (L6761)	«c, j, ś, ṣ, kṣ и h превращаются в k, после которого... sya переходит в ṣya».
HK-22	AGREE	урок XV (L2001)	«svasṛ сестра, N.sg. svasā»; так же pitā/mātā (парадигма у. XVI) — N.sg. на ā без r.
HK-23	SILENT	—	Conditionalis описан (у. XLIV L6841: условные предложения), о редкости молчит; искал «conditional», «редко».
HK-24	AGREE	урок XLI (L6005)	«придыхательные заменяются соответственными согласными без придыхания»; в перфекте bibhid, babhūva (у. XLIII).
HK-25	AGREE	урок XLIII (L6673)	От обратного: перифраст. «обязателен для всех односложных корней, начинающихся с... ī, ū, ṝ или двугласных» — простой перфект от остальных односложных.
HK-26	AGREE	урок XLIII (L6419-6429)	Без i только «dru... śru, stu и sru... kṛ, bhṛ, vṛ и sṛ»; остальные «должны или могут вставлять» i перед консонантными окончаниями.
HK-27	AGREE	урок X (L1327)	«Личная пассивная конструкция очень употребительна... Действующее лицо (или вещь) стоит в Instr.»; N объекта и согласование — суть личной конструкции.
HK-28	AGREE	урок X (L1327)	«и безличная — как при переходных, так и при непереходных»; про «всегда 3 л. sg.» явно не сказано (следует из безличности).
HK-29	AGREE	урок XXVII (L3593)	«посредством ta, f. ā, или na [ṇa]... от корня, принимающего обыкновенно кратчайшую форму»; na — для ограниченного круга корней; об ударении молчит.
HK-30	AGREE	урок XIX (L2489-2491)	«склоняются как tad, за искл. N. V. Асc. sg., которые оканчиваются на m» (viśvam, sarvam).
HK-31	DISAGREE	урок XX (L2585)	Ядро совпадает, но: «...t, n, p, m; l; корневые сочетания rk, rṭ, rt, rp» — допускает финальные группы rk/rṭ/rt/rp против «только одну согласную».
HK-32	SILENT	—	Ср.р. (L2912) и м/ж (L2942) на as/is/us описаны, о преобладании среднего рода молчит; искал «as, is», «большинство».
HK-33	AGREE	урок XXXI (L4461-4479)	«pañcan... N. V. Асc. pañca, I. pañcabhiḥ» — одна парадигма без родов; tri m/n как i-основы, «f N. V. Acc. tisraḥ, I. tisṛbhiḥ».
HK-34	SILENT	—	Общего правила «род по последней основе» нет (лишь частное о dvigu, L4683); искал «род», «последн».
HK-35	AGREE	урок XXXIII (L4661)	«во множ. ч., если они состоят из нескольких слов»; samāhāra-dvandva при этом ср.р. ед.ч. (L4663) — край квантора явно не тронут.
HK-36	DISAGREE	урок XVIII (L2300)	«От всех глагольных корней может быть произведен Causativus» — против «свойственна не всем корням»; переходность (L2326) совместима.
HK-37	DISAGREE	урок XLVIII (L7319)	«односложные корни... начинающиеся с согласных» — ограничение по началу, не по исходу; корни на гласный (kṛ и т.п.) включены — против «только на согласную».
HK-38	AGREE	урок XLV (L6909-6927)	«Встречается только P.»; примеры — dā, dhā, sthā, pā (корни на ā) и bhū.
HK-39	SILENT	—	Прекатив Ā. полно описан (L6845 слл.) без утверждения о редкости; искал «precativ/прекатив», «редк».
HK-40	SILENT	—	О позициях префиксов при двух приставках ничего; искал «приставк», «порядок».
HK-41	SILENT	—	Статистики долей групп префиксальных глаголов нет; искал «приставк», проценты/доли.
HK-42	SILENT	—	a-privativum лишь как тип tatpuruṣa (L4677), статистики о доле и абстрактности нет; искал «отрицательн», «privativ».
HK-43	SILENT	—	Алфавитно-фонетического раздела в этой версии нет; искал «varga», «ряд/гортанн».
HK-44	SILENT	—	Описания произношения придыхательных нет; искал «придыхан», «произнош».
HK-45	AGREE	урок I (L145)	«Конечные s и r... всегда превращаются в висаргу, : = ḥ» в конце предложения и перед k/kh/p/ph, шипящими; о том, что из r реже, молчит.
HK-46	SILENT	—	Связи «висарга обычно в N.sg. м.р.» нет; искал «висарг», «N. sg».
HK-47	SILENT	—	Внешнего правила m → анусвара в этой версии нет (правило дано лишь для конечного n, L830); искал «анусвар», «Конечный m».
HK-48	SILENT	—	Объяснительного утверждения об Acc.sg. как месте анусвары нет; искал «анусвар», «Acc».
HK-49	SILENT	—	Анунасика упомянута лишь в сандхи n+l (L828), определения «назализованный долгий гласный» нет; искал «анунасик», «назализ».
HK-50	SILENT	—	Фонологического тезиса о смыслоразличительной долготе нет; искал «долг», «кратк» (только морфонология).
HK-51	SILENT	—	Статуса e/o (долгие, из дифтонгов) нет; гуна/вриддхи-таблица (у. II L255) лишь соотносит e/o с ai/au; искал «двугласн», «дифтонг».
HK-52	SILENT	—	Частотных утверждений о позиции ṛ нет; искал «ṛ», «чаще».
HK-53	SILENT	—	Правила значений su- нет; supuruṣaḥ «хороший человек» — лишь пример karmadhāraya (L4679); искал «su», «хорош».
HK-54	SILENT	—	Правил слитного/раздельного написания нет; искал «слитно», «пишут».
HK-55	SILENT	—	Обобщения о регрессивной ассимиляции нет — правила даны поштучно (у. V-VII); искал «ассимил», «регрессив».
HK-56	AGREE	урок VII (L942-944)	«перед начальным c и ch превращается в c, перед j и jh в j, перед ṭ и ṭh в ṭ... перед l в l».
HK-57	AGREE	урок VII (L948)	«Перед носовыми t обычно превращается в n»; допускает и вариант d.
HK-58	AGREE	урок VII (L946)	«Перед начальным ś t превращается в c, а ś обычно в ch».
HK-59	AGREE	урок I (L145)	«Конечные s и r слов, стоящих в конце предложений, всегда превращаются в висаргу».
HK-60	AGREE	урок V (L675-685)	«перед c и ch в ś... перед ṭ и ṭh в ṣ... перед t и th в s»; перед k/kh/p/ph и шипящими — висарга (у. I L145).
HK-61	AGREE	урок IV (L576)	«перед r же она исчезает, а краткий предыдущий гласный удлинняется» — punā rāmaḥ, agnī rocate.
HK-62	AGREE	урок II (L313)	«a или ā + a или ā = ā»; «Из i или ī + i или ī получается ī», u/ū+u/ū→ū (у. VIII L1046-1052).
HK-63	AGREE	урок II (L313-323)	«a или ā + i или ī = e», «+ u или ū = o», «+ ṛ = ar», «+ e или ai = ai», «+ o или au = au».
HK-64	AGREE	урок VIII (L1048-1058)	«i и ī превращаются в y», «u и ū превращаются в v», «ṛ превращается в r» перед неоднородными гласными.
HK-65	SILENT	—	Правил внешнего сандхи конечного -m нет; искал «анусвар», «конечный m» — только конечный n (ур. VI,3) и внутренние случаи (буд. время).
HK-66	AGREE	урок I (L116)	«десять времен и наклонений… три числа… для трех лиц» + parasmaipada/ātmanepada с особыми личными окончаниями — все категории названы.
HK-67	AGREE	урок VIII (L1042)	«очень многие глаголы спрягаются только в Ātm.»; в словниках глаголы помечены P./Ā./U. — три группы налицо.
HK-68	AGREE	урок X (L1301)	«образуется при помощи суффикса ya» + окончания Ātm. — пассив подан как производная от корня система форм.
HK-69	SILENT	—	Акцентологии в курсе нет вовсе; искал «ударени», «акцент» — ноль правил об ударении.
HK-70	SILENT	—	Такого правила нет; о местоимениях лишь XIX,6 (энклитики, pl. вместо sg.); искал «местоимен», «личные окончания».
HK-71	AGREE	урок I (L131)	«в первом лице ед., дв. и мн ч. ind. заменяется ā» (vadāmi, vadāvaḥ, vadāmaḥ); термина «сильная форма» нет.
HK-72	SILENT	—	Об употреблении дв. числа для парных предметов не говорит; искал «парн», «двойственное число» (лишь pitar du. родители в словнике).
HK-73	AGREE	урок III (L432)	Полный инвентарь 8 падежей: «Instrumentalis… Ablativus… Locativus» (III,3) + Nom./Acc. (II,5), V. в парадигмах; число «восемь» не названо.
HK-74	AGREE	урок XX (L2583)	«основы которых оканчиваются на согласный» единым классом против гласных основ (ур. II–XIX vs XX–XXV); деление проведено структурно, без общей формулы.
HK-75	AGREE	урок II (L277)	«Мужской и средний род на a» (deva/phala); «Точно также phalena, phalāya» (III,2) — вне N.V.Acc. формы m и n совпадают.
HK-76	AGREE	урок III (L423)	В парадигмах всюду совмещены N.V. pl. («devāḥ», II) и D.Abl. pl. («devebhyaḥ (s)») — тождество показано систематически.
HK-77	AGREE	урок IV (L570)	«aḥ, восходящий к as, превращается в o» (перед звонкими и кратким a); «перед всеми гласными, за исключением краткого a… в a»; «āḥ… в ā».
HK-78	AGREE	урок IX (L1175)	Парадигма jāyā: «jāyā-y-ai, jāyā-y-ās, jāyā-y-ām; jāyā-n-ām» — -y- в sg. (и G.du. jāya-y-oḥ), -n- в G.pl.
HK-79	AGREE	урок IV (L534)	Окончания выделены во всех парадигмах: «agni-bhyaḥ, agny-oḥ, agnī-n-ām, agni-ṣu», du. -bhyām; как «универсальные» не сформулированы, но едины всюду.
HK-80	AGREE	урок II (L325)	«превращается в ṣ, если предшествует… иной гласный чем a или ā» (deveṣu, dhanuṣā); после k, r, l — ур. XXI,3 (vākṣu, gīrṣu).
HK-81	AGREE	урок IV (L566)	«склоняются одинаково с существительными» (прилаг. на i); то же для a- (IX,2) и u-основ (V,2) — формального различия не проводится.
HK-82	AGREE	урок XI (L1417)	«Перед глаголом появляется приращение a» (ajaya-, akṣipa-); об ударении на аугменте молчит.
HK-83	AGREE	урок XI (L1423)	«приращение вставляется между нею и глаголом» (о приставке; upa+nī → impf. upānaya).
HK-84	AGREE	урок XVII (L2207)	Парадигма Ā.: labh-ey-āthām, labh-ey-ātām, «labh-e-ran»; P. 3 pl. — «вместо окончания an появляется uḥ (r)» (XVI,1).
HK-85	AGREE	урок XXVI (L3435)	«lakṣmī… образует N. V. lakṣmīḥ»; tantrī в курсе не упомянута — подтверждена половина инвентаря.
HK-86	SILENT	—	Правила образования ж.р. на -ī от имён на -a нет (putrī, nārī, devī лишь в словниках); искал «женский род», «образует ж. р.».
HK-87	SILENT	—	Об изменении -aka → -ikā ничего; искал «ikā», «aka» — только лексика (makṣikā).
HK-88	AGREE	урок II (L257)	Таблица подъёма: «Низшая ступень: — i u ṛ ḷ; guṇa: a e o ar al» — для a низшей ступени нет, слабая=guṇa; в терминах корней не сформулировано.
HK-89	SILENT	—	Даёт i/u-основы всех трёх родов (agni, vāri, mati; bhānu, madhu, dhenu) без замечаний о преобладании; искал «преоблада», «большинств».
HK-90	AGREE	урок XII (L1528)	Парадигмы mati и dhenu (и agni/bhānu, IV–V) строго параллельны: «matay-e / dhenav-e», mate-ḥ/dheno-ḥ, matīnām/dhenūnām — тождество окончаний показано.
HK-91	AGREE	урок XVII (L2228)	О корневых основах м./ж.р. на ā, ī, ū: «принимают те же окончания, что и nau» — склоняются одинаково (различия лишь в трактовке гласного).
HK-92	AGREE	урок I (L129)	«Корни по этому делятся на десять классов»; двучастность проведена: I,IV,VI,X с темат. a (XVI,1) vs II,III,V,VII–IX (XXXV); терминов темат./атемат. нет.
HK-93	AGREE	урок II (L273)	«краткие гласные i, u, ṛ или ḷ… заменяют их соответственным guṇa» (cit→cet, budh→bodh, vṛṣ→varṣ, kḷp→kalp) — для I кл.
HK-94	AGREE	урок III (L415)	«вставляют a, но их гласные не заменяются соответственным guṇa» (kṣipa-, tuda-) — слабый корень + a; об ударении молчит.
HK-95	AGREE	урок VI (L789)	«Корни IV кл. на iv удлиняют гласный» (div→dīvya); удлиняющие a даны списком: «kram, tam, dam, mad, śam, śram, bhram» (bhram и bhramyati).
HK-96	AGREE	урок VII (L924)	«Корни X кл. перед личными окончаниями… вставляют aya» (pīḍ→pīḍaya); об ударении -áya молчит.
HK-97	AGREE	урок XXXV (L4885)	Названы ровно эти шесть: «II, III, V, VII, VIII, IX классов имеет сильную и слабую формы»; термина «второе спряжение» нет.
HK-98	AGREE	урок XXXV (L4885)	«имеет сильную и слабую формы» с распределением по лицам; в сильных — guṇa: «способные к подъему гласные… изменяются в guṇa» (XXXVII, II кл.).
HK-99	SILENT	—	Распределение ударения по сильным/слабым формам не обсуждается — акцентологии нет; искал «ударени», «акцент».
HK-100	SILENT	—	О (не)продуктивности II класса ничего; искал «непродуктив», разделы II кл. (ур. XXXVII–XL) — только формы.
HK-101	AGREE	урок XXXV (L4901)	«V класс: признак настоящего времени, сильн. no, слаб. nu» (sunoti/sunu); об «ослабленном корне» отдельно не говорит (но śru→śṛ, L5011).
HK-102	AGREE	урок XLII (L6183)	«Глаголы VII. кл. перед конечными согласными… вставляют na, в слабых n» — инфикс перед конечной согласной; все примеры — консонантные корни.
HK-103	AGREE	урок XXXV (L4895)	«вместо ante, anta, antām употребляются ate, ata, atām» — окончания 3 pl. Ā. без носового.
HK-104	DISAGREE	урок XXXV (L4897)	«оканчивается на dhi, после гласных его заменяет hi или оно отпадает»: отпадение лишь после гласных (V: sunu), у VII всегда -dhi (yuṅgdhi, runddhi, XLII).
HK-105	AGREE	урок XXXVII (L5303)	«Корни на ā, исключительно Parasmaipada: yā» — ā по всей парадигме (yānti, yāhi, yāyāt); в 3 pl. impf. вариант «ayān или ayuḥ»; vā не разобран.
HK-106	AGREE	урок XXXIX (L5731)	В парадигме han даны именно «ghnanti», «aghnan», «ghnantu» — утрата a и h→gh в 3 pl.
HK-107	AGREE	урок XXXVI (L5097)	«в сильных формах образуется karo, в слабых kuru, а перед m, y и v — kur».
HK-108	AGREE	урок XLIV (L6759)	«Допускающие подъем корневые гласные изменяются в guṇa» (ji→jeṣyati, nī→neṣyati, śru→śroṣyati, bhid→bhetsyati).
HK-109	AGREE	урок XLIV (L6761)	«конечные d и dh превращает в t… конечный s — в t»; пример «vas, vatsyati»; об ударении -syá молчит.
HK-110	AGREE	урок XLIV (L6737)	«те же изменения, как и перед суфф. tum» (jetā, stotā, bhavitā, taritā); i — «у тех же глаголов», что в infin. и опис. будущем (L6763).
HK-111	AGREE	урок XV (L2003)	«Nomina actoris на -tṛ образуют ж. р. на -trī» (склонение как nadī) — -ī к слабой ступени.
HK-112	AGREE	урок XVI (L2087)	Имена родства «обращают свое ṛ… в guṇa вместо vṛddhi» в N.V.du.pl. и Acc.sg.,du.; у kartṛ — vṛddhi: kartāram, kartārau (XV,2).
HK-113	AGREE	урок XLIV (L6735)	N. nominis actoris на tṛ + praes. as в 1/2 л.; «в третьем лице глагольная форма опускается»; у Бюлера N. sg./du./pl., не только sg.
HK-114	AGREE	урок XLI (L6003)	Удвоение: наст. III кл. (XLI,1), перфект (XLIII,1), аорист III — «imperf. с удвоением» (XLV), дезидератив и интенсив — «путем удвоения» (XLVIII).
HK-115	AGREE	урок XLI (L6007)	«вместо гортанных являются соответственные небные», «вместо k и kh — c, вм. g и gh — j»; h→j в примерах (hu→juhoti, hā→jahāti, han→jaghāna).
HK-116	AGREE	урок XLIII (L6727)	«Перфект в классическом санскрите имеет то же значение, как и imperf. и только реже употребляется».
HK-117	AGREE	урок XLIII (L6397)	«Краткий внутренний a… в 3 л. sing. par. удлинняется всегда» (papāca); конечные гласные «всегда изменяются в vṛddhi» (nināya).
HK-118	AGREE	урок XLIII (L6633)	Корни на ā «в 1 л. и 3 л. sing. Par. оканчиваются на au и теряют гласный перед вокальными» (dadhau; dadhiva, dadhuḥ).
HK-119	AGREE	урок XLIII (L6579)	«опускают слог удвоения в слабых формах» и «вместо гласного a имеют e»: pac → слабая форма pec — то же правило; пример pec (pet у Бюлера нет).
HK-120	AGREE	урок XLIII (L6673)	Опис. перфект обязателен для корней с ī, ū (и дифтонгами), «всех корней X кл, всех каузативов»; vid — факультативно; ās не назван (есть cakās).
HK-121	AGREE	урок XLIII (L6677)	«присоединяется суффикс ām», далее «в Par. āsa, cakāra или babhūva, в Ātm. cakre»; частотность bhū не оговаривается.
HK-122	AGREE	урок XIX (L2509)	«Формы mā, me, nau, naḥ; tvā, te, vām, vaḥ суть энклитики» (безударны); краткие формы даны именно в A.D.G. парадигм (XVIII,6; XIX,1).
HK-123	AGREE	урок XXX (L4245)	Деление по i есть: список корней без i — «Техническим обозначением им служит aniṭ»; факультативное i описано (XXX,4); терминов seṭ/veṭ нет.
HK-124	AGREE	урок XXX (L4123)	«образуется посредством суффикса tum», подъёмные гласные — в guṇa (jetum, śrotum); «pā, pātum; dā, dātum» (ā остаётся); с i — bhavitum.
HK-125	AGREE	урок XXIX (L4011)	Корни с приставками образуют abs. посредством ya, а «если корень оканчивается на краткий гласный, посредством tya» (vijitya, adhītya).
HK-126	AGREE	урок XXVIII (L3769)	«Конечные c и j превращаются в k» (ukta, yukta, tyakta); p+t без изменения (kṣipta, upta); k+t→kt (śak — XXX,2). Подано перечнями, суть совпадает.
HK-127	DISAGREE	урок XXVIII (L3797)	dh+t→ddh («vṛddha, baddha») и bh+t→bdh («labdha») совпадают, но общее правило Бюлера: «Конечный h сливается с t в ḍh» (gūḍha, līḍha, ūḍha); dagdha/dugdha — «неправильны».
HK-128	AGREE	урок XIX (L2450)	«Местоимение третьего лица tad он, она, оно; тот, та, то» — при самостоятельном употреблении личное 3 л.
HK-129	AGREE	урок X (L1301)	«суффикса ya, присоединяющегося непосредственно к глагольному корню» + правила ослабления корня (X,2–5: ṛ→ri, va→u и др.); об ударении -yá молчит.
HK-130	AGREE	урок X (L1307)	«i и u удлиняются», «ṛ обращается в ri»; конечный гласный →ī у dā, dhā, sthā и др.; «śī лежать образует śayyate», hve→hū (hūyate).
HK-131	AGREE	урок X (L1325)	«khan, jan, tan… образуют khanyate или khāyate, janyate или jāyate и т. д.» — две основы пассива у корней на -an.
HK-132	AGREE	урок X (L1327)	«безличная --- как при переходных, так и при непереходных» — для непереходных названа лишь безличная (=3 л. sg.) конструкция.
HK-133	AGREE	урок XXVII (L3591)	«причастие страдательного залога образуется посредством māna» — к основе наст. вр. (kriyamāṇa, mriyamāṇa).
HK-134	AGREE	урок XXVII (L3566)	«в Acc.I.sg., Acc.G.L.du. и Acc.pl… формами, образованными от основы enad» — тот же инвентарь форм.
HK-135	SILENT	—	Искал «saṃprasāraṇa», «чередование», «полугласный/сонант»: общего правила нет, лишь частные случаи (vac→ucyate в пассиве).
HK-136	AGREE	урок XXVIII (L3797)	«Конечные dh и bh превращаются в d и b, а следующий за ними t - в dh» (vṛddha, labdha); также h+t→ḍh (L3805).
HK-137	AGREE	урок XXVIII (L3841)	«Конечный m большей частью превращается в n… удлиняется предшествующий гласный» (krānta, dānta); искл. gata, nata.
HK-138	SILENT	—	Правило об активном значении -ta/-na от непереходных не сформулировано (искал «непереходн», «активн»; уроки XXVII-XXVIII прочитаны).
HK-139	AGREE	урок XIX (L2475)	«Так же как tad склоняются… yad который: yaḥ, yā, yat» — без чередования согласных (в отличие от saḥ/sā).
HK-140	SILENT	—	Искал «madīya/tvadīya/asmadīya», «притяжательн»: притяжательные местоимения на -īya не даны.
HK-141	AGREE	урок XXVIII (L3913)	«присоединения суффикса vat… к part. perf. pass.» (kṛtavat); имена на vas от слабой основы перфекта — урок XXV L3275 (jagmivas/jagmuṣ).
HK-142	AGREE	урок XXIII (L3064)	«nayanti, сильн. ф. nayant, слаб. ф. nayat» — правило через 3 л. pl.; экстенсионально то же (тем. основа+nt, атем. слабая+ant).
HK-143	AGREE	урок XXXV (L5013)	«классов II, III, V, VII, VIII, IX… при помощи суф. āna» (основа как перед 3 pl. Ātm., т.е. слабая: sunvāna); māna для I/IV/VI/X — L3591.
HK-144	AGREE	урок XIX (L2452)	Парадигма tad: «tasmai, tasmāt, tasmin; tasyai, tasyām; te; teṣām» — весь инвентарь местоименных окончаний налицо.
HK-145	AGREE	урок XIX (L2477)	«Так же как tad склоняются» anya, itara, katara, katama…; «sarva, viśva… склоняются как tad» кроме N.V.Acc.sg.n на -m.
HK-146	AGREE	урок XI (L1458)	«Конечные n̄, ṇ и n, если им предшествует краткий гласный, перед начальными гласными… удваиваются»; у Бюлера — как обязательное.
HK-147	AGREE	урок XX (L2585)	«В исходе санскритских слов могут стоять только… k, n̄, ṭ, ṇ, t, n, p, m»; t/d/dh→t, bh→p в N.sg и L.pl (L2595).
HK-148	AGREE	урок VII (L934)	t «превращается в d перед начальными гласными и звонкими»; k, ṭ, p перед звонкими → g, ḍ, b (урок XXIV L3175).
HK-149	AGREE	урок XX (L2583)	«принимают те же окончания, что и nau»; особые формы лишь в N.V.Acc. ср. р. (ī/ni, L2587).
HK-150	AGREE	урок XX (L2593)	«Имена, оканчивающиеся на суфф vas, ac и некоторые на an имеют три формы» — тот же инвентарь трёхступенчатых основ.
HK-151	AGREE	урок XXIV (L3135)	«Имена на man и van сохраняют a, если этим суффиксам предшествует согласный» (ātmanā, ātmanaḥ).
HK-152	AGREE	урок XXV (L3305)	«śvan собака: śvān, śvan (śva), śun. yuvan молодой: yuvān, yuvan (yuva), yūn» — слабые основы śun-, yūn-.
HK-153	AGREE	урок XXIII (L3047)	«Имена муж. р. на at в сильных пад. имеют ant»; mat/vat — так же (урок XXIV L3114, śrīmant/śrīmat).
HK-154	AGREE	урок XXIII (L3070)	«mahat… в сильных пад. имеет основу mahānt, N.sg. m. mahān».
HK-155	AGREE	урок XXII (L2891)	Имена на in, min, vin «отбрасывают его [n] перед окончаниями начинающимися с согласного» (dhaniṣu; перед гласными -in-: dhaninā).
HK-156	AGREE	урок XXIII (L3026)	«в сильных падежах они имеют yāṃs… В слабых падежах yas… V.sg. имеет yan» (śreyān/śreyasaḥ, V. śreyan).
HK-157	AGREE	урок XXXII (L4579)	«Все прилагательные могут образовывать сравнительную степень» — у Бюлера даже сильнее квантор («все», не «большинство»).
HK-158	AGREE	урок XXXII (L4579)	«сравнительную степень посредством tara, f. tarā» (priya, priyatara).
HK-159	AGREE	урок XXXII (L4585)	«Реже сравнительная степень образуется посредством суфф. īyas… Гласные корней изменяются в guṇa» (kṣepīyas).
HK-160	AGREE	урок XXXII (L4609)	«Сравнительная степень сочетается с Abl.»
HK-161	AGREE	урок XXXII (L4609)	«превосходная степень --- с Gen. или Loc.»
HK-162	AGREE	урок XXXII (L4587)	kanīyas, śreyas, jyāyas даны как «неправильные образования» к другим основам: «praśasya… śreyas, śreṣṭha или jyāyas» — своей полож. степени нет.
HK-163	AGREE	урок XIX (L2497)	«adhara… apara… uttara… para… pūrva… склоняются как sarva»; но в Abl.L.sg. и N.pl. возможно и именное склонение (deva).
HK-164	AGREE	урок XXI (L2743)	«Почти все имена на ṣ и ś и большинство имен на h… имеют ṭ, а перед… bh --- ḍ»; из j — mṛj, rāj, yaj, sṛj (ch не упомянут).
HK-165	AGREE	урок XXI (L2715)	«производные от dṛś, diś, spṛś… имеют k, а перед окончаниями начинающимися с bh --- g» (digbhyām, dikṣu).
HK-166	AGREE	урок XX (L2597)	«t, d, dh обращаются в d, а bh в b перед окончаниями, начинающимися с bh» — утрата придыхания (с переносом: bhutsu, L2631).
HK-167	AGREE	урок XXII (L2942)	«Имена муж. и женск. р. на as в N. sg. имеют āḥ… N. sumanāḥ».
HK-168	AGREE	урок XXII (L2865)	Парадигма vār: «vārā, vārbhyām, vārṣu» — корень неизменен; удлинение только у ir/ur; dvār — лишь в словарях уроков.
HK-169	AGREE	урок XXII (L2863)	«Имена на ir и ur удлиняют гласный в N. V. sg. и перед окончаниями… с согласного» (gīrbhiḥ, gīrṣu).
HK-170	SILENT	—	Обобщения «обычно второй член композита» нет; примеры kāṣṭhadah, kāmaduh, mitradruh даны без него (урок XXI прочитан; искал lih/duh/dah).
HK-171	SILENT	—	Искал «параллельн», уроки XX-XXII о корневых основах: тезиса о параллельных основах на гласную и продуктивности типа -a нет.
HK-172	AGREE	урок XXV (L3357)	«Женский род слов на an, vas и ac образуется посредством ī»; так же at (L3072), mat/vat (L3133), in (L2910), yas (L3045); одноформенные (sumanas) — без ī.
HK-173	AGREE	урок XXV (L3357)	«ī, который присоединяется к кратчайшей форме основы, напр. rājan, rājñī» (śunī, viduṣī).
HK-174	DISAGREE	урок XXIII (L3066)	I/IV/X всегда с n, но атематические (редуплиц. и пр.) без n: «adat (едящий), adatī» — против «всех атематических» (kurvantī).
HK-175	AGREE	урок XXIII (L3068)	VI класс факультативно: «kirat, kiratī или kirantī»; ж. р. = форме N.V.Acc.du.n (L3072).
HK-176	AGREE	урок XX (L2583)	Муж. и жен. р. на согласный «принимают те же окончания, что и nau»; одноформенные основы (тип suhṛd) меняются лишь по сандхи (L2589).
HK-177	AGREE	урок XXXI (L4441)	«viṅśa, viṅśatitama; triṅśa, trṅśattama… ṣaṣṭitama, saptatitama и т. д.» — порядковые десятков на -tama.
HK-178	DISAGREE	урок XXXI (L4393)	dvādaśan, trayodaśan подтверждают dvā/trayas, но «18 aṣṭadaśan» и «82 dvāśīti» — против aṣṭā- перед 10 и dvi- перед 80.
HK-179	AGREE	урок XXXIV (L4767)	Тип «dīrghabāhuḥ = dīrghāu bāhū yasya saḥ» (оба члена в Nom. = кармадхарая-основа) и с косв. падежом (asipāṇiḥ); частотность не оценена.
HK-180	AGREE	урок XXXIV (L4777)	«сущест. женского рода на ā обыкновенно изменяются в a» (rūpavadbhāryaḥ); прибавление -a- к согласным основам не сформулировано (ka к ī/ū/ṛ).
HK-181	SILENT	—	Искал «эпич», «двучлен/трёхчлен»: стиль эпоса и типичная длина сложных слов не обсуждаются.
HK-182	AGREE	урок XXXIII (L4661)	Дв. ч. из двух слов (rāmakṛṣṇau); «composita второго рода стоят в форме neutr. sing., напр. … pāṇipādam» (samāhāra).
HK-183	SILENT	—	Правила порядка членов (гласная основа/меньше слогов — вперёд) нет; искал «слогов», раздел Composita (уроки XXXIII-XXXIV) прочитан.
HK-184	SILENT	—	Курс без акцентологии; искал «ударени» (только об энклитиках) — правил ударения композитов нет.
HK-185	AGREE	урок XXXIV (L4757)	«В конце всех tatpuruṣa rājan изменяется в rāja; sakhi в sakha; pathin в patha»; искл. после su/kiṃ/a.
