lemma_id	lemma	stem_class	gender	cell	corpus_count	freq_band	core_rank	expected_form	attested_forms	agreement
122730	vitta	a-stem	Neut	Acc.Sing	120	100-999	1265	vittam	vittam	match
122730	vitta	a-stem	Neut	Acc.Plur	14	100-999	1265	vittAni	vittāni|vittān	variant
122730	vitta	a-stem	Neut	Ins.Sing	29	100-999	1265	vittena	vittena	match
122730	vitta	a-stem	Neut	Ins.Plur	10	100-999	1265	vittEH	vittaiḥ	match
122730	vitta	a-stem	Neut	Dat.Sing	1	100-999	1265	vittAya	vittāya	match
122730	vitta	a-stem	Neut	Abl.Sing	12	100-999	1265	vittAd|vittAt	vittāt	match
122730	vitta	a-stem	Neut	Gen.Sing	26	100-999	1265	vittasya	vittasya	match
122730	vitta	a-stem	Neut	Gen.Plur	19	100-999	1265	vittAnAm	vittānām	match
122730	vitta	a-stem	Neut	Loc.Sing	11	100-999	1265	vitte	vitte	match
122730	vitta	a-stem	Neut	Loc.Plur	10	100-999	1265	vittezu	vitteṣu	match
199823	vitta	a-stem	Masc	Nom.Sing	1	100-999	1265	vittaH	vittaḥ	match
199823	vitta	a-stem	Masc	Gen.Sing	1	100-999	1265	vittasya	vittasya	match
51764	cira	a-stem	Neut	Acc.Sing	1	100-999	1266	ciram	ciram	match
91419	dvīpa	a-stem	Masc	Nom.Sing	89	100-999	1269	dvIpaH	dvīpaḥ|dvīpā|dvīpam	variant
91419	dvīpa	a-stem	Masc	Nom.Dual	3	100-999	1269	dvIpO	dvīpau	match
91419	dvīpa	a-stem	Masc	Nom.Plur	37	100-999	1269	dvIpAH	dvīpāḥ|dvīpāni	variant
91419	dvīpa	a-stem	Masc	Acc.Sing	94	100-999	1269	dvIpam	dvīpam|dvīpām	variant
91419	dvīpa	a-stem	Masc	Acc.Dual	1	100-999	1269	dvIpO	dvīpau	match
91419	dvīpa	a-stem	Masc	Acc.Plur	18	100-999	1269	dvIpAn	dvīpān|dvīpāni	variant
91419	dvīpa	a-stem	Masc	Ins.Sing	7	100-999	1269	dvIpena	dvīpena	match
91419	dvīpa	a-stem	Masc	Ins.Plur	4	100-999	1269	dvIpEH	dvīpaiḥ	match
91419	dvīpa	a-stem	Masc	Abl.Sing	13	100-999	1269	dvIpAd|dvIpAt	dvīpāt	match
91419	dvīpa	a-stem	Masc	Abl.Plur	1	100-999	1269	dvIpeByaH	dvīpebhyaḥ	match
91419	dvīpa	a-stem	Masc	Gen.Sing	23	100-999	1269	dvIpasya	dvīpasya	match
91419	dvīpa	a-stem	Masc	Gen.Plur	15	100-999	1269	dvIpAnAm	dvīpānām	match
91419	dvīpa	a-stem	Masc	Loc.Sing	75	100-999	1269	dvIpe	dvīpe	match
91419	dvīpa	a-stem	Masc	Loc.Dual	1	100-999	1269	dvIpayoH	dvīpayoḥ	match
91419	dvīpa	a-stem	Masc	Loc.Plur	30	100-999	1269	dvIpezu	dvīpeṣu	match
91420	dvīpa	a-stem	Masc	Nom.Sing	4	100-999	1269	dvIpaH	dvīpaḥ	match
102310	stambha	a-stem	Masc	Nom.Sing	104	100-999	1271	stamBaH	stambhaḥ|stambham|stambhā	variant
102310	stambha	a-stem	Masc	Nom.Dual	4	100-999	1271	stamBO	stambhau	match
102310	stambha	a-stem	Masc	Nom.Plur	5	100-999	1271	stamBAH	stambhāḥ	match
102310	stambha	a-stem	Masc	Acc.Sing	92	100-999	1271	stamBam	stambham|stambhām	variant
102310	stambha	a-stem	Masc	Acc.Dual	3	100-999	1271	stamBO	stambhau	match
102310	stambha	a-stem	Masc	Acc.Plur	10	100-999	1271	stamBAn	stambhān	match
102310	stambha	a-stem	Masc	Ins.Sing	3	100-999	1271	stamBena	stambhena	match
102310	stambha	a-stem	Masc	Ins.Dual	2	100-999	1271	stamBAByAm	stambhābhyām	match
102310	stambha	a-stem	Masc	Ins.Plur	23	100-999	1271	stamBEH	stambhaiḥ	match
102310	stambha	a-stem	Masc	Dat.Sing	1	100-999	1271	stamBAya	stambhāya	match
102310	stambha	a-stem	Masc	Abl.Sing	5	100-999	1271	stamBAd|stamBAt	stambhāt	match
102310	stambha	a-stem	Masc	Gen.Sing	8	100-999	1271	stamBasya	stambhasya	match
102310	stambha	a-stem	Masc	Gen.Dual	5	100-999	1271	stamBayoH	stambhayoḥ	match
102310	stambha	a-stem	Masc	Gen.Plur	6	100-999	1271	stamBAnAm	stambhānām	match
102310	stambha	a-stem	Masc	Loc.Sing	43	100-999	1271	stamBe	stambhe	match
102310	stambha	a-stem	Masc	Loc.Dual	2	100-999	1271	stamBayoH	stambhayoḥ	match
102310	stambha	a-stem	Masc	Loc.Plur	6	100-999	1271	stamBezu	stambheṣu	match
102310	stambha	a-stem	Masc	Voc.Sing	1	100-999	1271	stamBa	stambhaiḥ	mismatch
6278	aṅguli	i-stem	Fem	Nom.Sing	39	100-999	1274	aNguliH	aṅguliḥ|aṅguli	variant
6278	aṅguli	i-stem	Fem	Nom.Dual	16	100-999	1274	aNgulI	aṅgulī|aṅgulyau	variant
6278	aṅguli	i-stem	Fem	Nom.Plur	50	100-999	1274	aNgulayaH	aṅgulayaḥ|aṅgulīḥ	variant
6278	aṅguli	i-stem	Fem	Acc.Sing	25	100-999	1274	aNgulim	aṅgulim|aṅguli|aṅgulīm	variant
6278	aṅguli	i-stem	Fem	Acc.Dual	7	100-999	1274	aNgulI	aṅgulī|aṅgulyau	variant
6278	aṅguli	i-stem	Fem	Acc.Plur	41	100-999	1274	aNgulIH	aṅgulīḥ|aṅgulīn	variant
6278	aṅguli	i-stem	Fem	Ins.Sing	81	100-999	1274	aNgulyA	aṅgulyā|aṅgulinā	variant
6278	aṅguli	i-stem	Fem	Ins.Dual	22	100-999	1274	aNguliByAm	aṅgulibhyām|aṅgulībhyām	variant
6278	aṅguli	i-stem	Fem	Ins.Plur	37	100-999	1274	aNguliBiH	aṅgulibhiḥ|aṅgulībhiḥ	variant
6278	aṅguli	i-stem	Fem	Abl.Sing	5	100-999	1274	aNguleH|aNgulyAH	aṅguleḥ	match
6278	aṅguli	i-stem	Fem	Abl.Plur	3	100-999	1274	aNguliByaH	aṅgulibhyaḥ	match
6278	aṅguli	i-stem	Fem	Gen.Sing	4	100-999	1274	aNguleH|aNgulyAH	aṅguleḥ|aṅgulyāḥ	match
6278	aṅguli	i-stem	Fem	Gen.Dual	5	100-999	1274	aNgulyoH	aṅgulyoḥ|aṅguliyoḥ	variant
6278	aṅguli	i-stem	Fem	Gen.Plur	7	100-999	1274	aNgulInAm	aṅgulīnām	match
6278	aṅguli	i-stem	Fem	Loc.Sing	12	100-999	1274	aNgulO|aNgulyAm	aṅgulau|aṅgulyām	match
6278	aṅguli	i-stem	Fem	Loc.Plur	10	100-999	1274	aNgulizu	aṅguliṣu|aṅgulīṣu	variant
89626	jñāti	i-stem	Masc	Nom.Sing	19	100-999	1275	jYAtiH	jñātiḥ	match
89626	jñāti	i-stem	Masc	Nom.Dual	1	100-999	1275	jYAtI	jñātī	match
89626	jñāti	i-stem	Masc	Nom.Plur	114	100-999	1275	jYAtayaH	jñātayaḥ	match
89626	jñāti	i-stem	Masc	Acc.Sing	8	100-999	1275	jYAtim	jñātim	match
89626	jñāti	i-stem	Masc	Acc.Plur	46	100-999	1275	jYAtIn	jñātīn	match
89626	jñāti	i-stem	Masc	Ins.Plur	49	100-999	1275	jYAtiBiH	jñātibhiḥ	match
89626	jñāti	i-stem	Masc	Dat.Sing	3	100-999	1275	jYAtaye	jñātaye	match
89626	jñāti	i-stem	Masc	Dat.Plur	11	100-999	1275	jYAtiByaH	jñātibhyaḥ	match
89626	jñāti	i-stem	Masc	Abl.Sing	3	100-999	1275	jYAteH	jñāteḥ	match
89626	jñāti	i-stem	Masc	Abl.Plur	6	100-999	1275	jYAtiByaH	jñātibhyaḥ	match
89626	jñāti	i-stem	Masc	Gen.Sing	7	100-999	1275	jYAteH	jñāteḥ	match
89626	jñāti	i-stem	Masc	Gen.Dual	1	100-999	1275	jYAtyoH	jñātyoḥ	match
89626	jñāti	i-stem	Masc	Gen.Plur	58	100-999	1275	jYAtInAm	jñātīnām	match
89626	jñāti	i-stem	Masc	Loc.Sing	2	100-999	1275	jYAtO	jñātau	match
89626	jñāti	i-stem	Masc	Loc.Plur	18	100-999	1275	jYAtizu	jñātiṣu	match
6672	añjali	i-stem	Masc	Nom.Sing	135	100-999	1278	aYjaliH	añjaliḥ|añjali	variant
6672	añjali	i-stem	Masc	Nom.Dual	1	100-999	1278	aYjalI	añjalī	match
6672	añjali	i-stem	Masc	Nom.Plur	8	100-999	1278	aYjalayaH	añjalayaḥ	match
6672	añjali	i-stem	Masc	Acc.Sing	220	100-999	1278	aYjalim	añjalim	match
6672	añjali	i-stem	Masc	Acc.Dual	5	100-999	1278	aYjalI	añjalī	match
6672	añjali	i-stem	Masc	Acc.Plur	32	100-999	1278	aYjalIn	añjalīn|añjalīḥ	variant
6672	añjali	i-stem	Masc	Ins.Sing	75	100-999	1278	aYjalinA	añjalinā	match
6672	añjali	i-stem	Masc	Ins.Dual	3	100-999	1278	aYjaliByAm	añjalibhyām	match
6672	añjali	i-stem	Masc	Ins.Plur	7	100-999	1278	aYjaliBiH	añjalibhiḥ	match
6672	añjali	i-stem	Masc	Abl.Sing	2	100-999	1278	aYjaleH	añjaleḥ	match
6672	añjali	i-stem	Masc	Gen.Sing	4	100-999	1278	aYjaleH	añjaleḥ	match
6672	añjali	i-stem	Masc	Gen.Plur	1	100-999	1278	aYjalInAm	añjalīnām	match
6672	añjali	i-stem	Masc	Loc.Sing	55	100-999	1278	aYjalO	añjalau	match
6672	añjali	i-stem	Masc	Loc.Dual	2	100-999	1278	aYjalyoH	añjalyoḥ	match
25715	bhṛtya	a-stem	Masc	Nom.Sing	57	100-999	1283	BftyaH	bhṛtyaḥ|bhṛtyam	variant
25715	bhṛtya	a-stem	Masc	Nom.Dual	1	100-999	1283	BftyO	bhṛtyau	match
25715	bhṛtya	a-stem	Masc	Nom.Plur	79	100-999	1283	BftyAH	bhṛtyāḥ	match
25715	bhṛtya	a-stem	Masc	Acc.Sing	16	100-999	1283	Bftyam	bhṛtyam	match
25715	bhṛtya	a-stem	Masc	Acc.Dual	1	100-999	1283	BftyO	bhṛtyau	match
25715	bhṛtya	a-stem	Masc	Acc.Plur	56	100-999	1283	BftyAn	bhṛtyān	match
25715	bhṛtya	a-stem	Masc	Ins.Sing	8	100-999	1283	Bftyena	bhṛtyena	match
25715	bhṛtya	a-stem	Masc	Ins.Plur	56	100-999	1283	BftyEH	bhṛtyaiḥ	match
25715	bhṛtya	a-stem	Masc	Dat.Sing	5	100-999	1283	BftyAya	bhṛtyāya	match
25715	bhṛtya	a-stem	Masc	Dat.Dual	1	100-999	1283	BftyAByAm	bhṛtyābhyām	match
25715	bhṛtya	a-stem	Masc	Dat.Plur	8	100-999	1283	BftyeByaH	bhṛtyebhyaḥ	match
25715	bhṛtya	a-stem	Masc	Abl.Sing	4	100-999	1283	BftyAd|BftyAt	bhṛtyāt	match
25715	bhṛtya	a-stem	Masc	Abl.Plur	3	100-999	1283	BftyeByaH	bhṛtyebhyaḥ	match
25715	bhṛtya	a-stem	Masc	Gen.Sing	11	100-999	1283	Bftyasya	bhṛtyasya	match
25715	bhṛtya	a-stem	Masc	Gen.Plur	47	100-999	1283	BftyAnAm	bhṛtyānām	match
25715	bhṛtya	a-stem	Masc	Loc.Sing	10	100-999	1283	Bftye	bhṛtye	match
25715	bhṛtya	a-stem	Masc	Loc.Plur	12	100-999	1283	Bftyezu	bhṛtyeṣu	match
223163	bhṛtya	a-stem	Neut	Dat.Sing	1	100-999	1283	BftyAya	bhṛtyāya	match
142841	vṛṣa	a-stem	Masc	Nom.Sing	163	100-999	1286	vfzaH	vṛṣaḥ	match
142841	vṛṣa	a-stem	Masc	Nom.Dual	19	100-999	1286	vfzO	vṛṣau	match
142841	vṛṣa	a-stem	Masc	Nom.Plur	18	100-999	1286	vfzAH	vṛṣāḥ	match
142841	vṛṣa	a-stem	Masc	Acc.Sing	60	100-999	1286	vfzam	vṛṣam	match
142841	vṛṣa	a-stem	Masc	Acc.Dual	2	100-999	1286	vfzO	vṛṣau	match
142841	vṛṣa	a-stem	Masc	Acc.Plur	9	100-999	1286	vfzAn	vṛṣān	match
142841	vṛṣa	a-stem	Masc	Ins.Sing	19	100-999	1286	vfzeRa	vṛṣeṇa	match
142841	vṛṣa	a-stem	Masc	Ins.Plur	4	100-999	1286	vfzEH	vṛṣaiḥ	match
142841	vṛṣa	a-stem	Masc	Dat.Sing	4	100-999	1286	vfzAya	vṛṣāya	match
142841	vṛṣa	a-stem	Masc	Abl.Sing	3	100-999	1286	vfzAd|vfzAt	vṛṣāt	match
142841	vṛṣa	a-stem	Masc	Gen.Sing	13	100-999	1286	vfzasya	vṛṣasya	match
142841	vṛṣa	a-stem	Masc	Gen.Dual	1	100-999	1286	vfzayoH	vṛṣayoḥ	match
142841	vṛṣa	a-stem	Masc	Gen.Plur	6	100-999	1286	vfzARAm	vṛṣāṇām	match
142841	vṛṣa	a-stem	Masc	Loc.Sing	7	100-999	1286	vfze	vṛṣe	match
142841	vṛṣa	a-stem	Masc	Loc.Dual	1	100-999	1286	vfzayoH	vṛṣayoḥ	match
142841	vṛṣa	a-stem	Masc	Voc.Sing	20	100-999	1286	vfza	vṛṣa|vṛṣaiḥ	variant
142843	vṛṣa	a-stem	Neut	Nom.Sing	2	100-999	1286	vfzam	vṛṣam	match
151142	prakāra	a-stem	Masc	Nom.Sing	85	100-999	1287	prakAraH	prakāraḥ|prakāram|prakārā	variant
151142	prakāra	a-stem	Masc	Nom.Dual	1	100-999	1287	prakArO	prakārau	match
151142	prakāra	a-stem	Masc	Nom.Plur	51	100-999	1287	prakArAH	prakārāḥ|prakārāṇi	variant
151142	prakāra	a-stem	Masc	Acc.Sing	66	100-999	1287	prakAram	prakāram|prakārām	variant
151142	prakāra	a-stem	Masc	Acc.Dual	1	100-999	1287	prakArO	prakārau	match
151142	prakāra	a-stem	Masc	Acc.Plur	20	100-999	1287	prakArAn	prakārān|prakārāṇi	variant
151142	prakāra	a-stem	Masc	Ins.Sing	152	100-999	1287	prakAreRa	prakāreṇa	match
151142	prakāra	a-stem	Masc	Ins.Plur	29	100-999	1287	prakArEH	prakāraiḥ	match
151142	prakāra	a-stem	Masc	Dat.Sing	1	100-999	1287	prakArAya	prakārāya	match
151142	prakāra	a-stem	Masc	Abl.Sing	9	100-999	1287	prakArAd|prakArAt	prakārāt	match
151142	prakāra	a-stem	Masc	Gen.Sing	9	100-999	1287	prakArasya	prakārasya	match
151142	prakāra	a-stem	Masc	Gen.Plur	9	100-999	1287	prakArARAm	prakārāṇām	match
151142	prakāra	a-stem	Masc	Loc.Sing	3	100-999	1287	prakAre	prakāre	match
151142	prakāra	a-stem	Masc	Loc.Plur	3	100-999	1287	prakArezu	prakārāsu|prakāreṣu	variant
114308	srotas	consonant-stem	Neut	Nom.Sing	43	100-999	1288	srotaH	srotaḥ|srotāḥ	variant
114308	srotas	consonant-stem	Neut	Nom.Dual	3	100-999	1288	srotasI	srotasī	match
114308	srotas	consonant-stem	Neut	Nom.Plur	47	100-999	1288	srotAMsi	srotāṃsi|_|srotasaḥ	variant
114308	srotas	consonant-stem	Neut	Acc.Sing	30	100-999	1288	srotaH	srotaḥ|srotasam	variant
114308	srotas	consonant-stem	Neut	Acc.Plur	50	100-999	1288	srotAMsi	srotāṃsi	match
114308	srotas	consonant-stem	Neut	Ins.Sing	29	100-999	1288	srotasA	srotasā	match
114308	srotas	consonant-stem	Neut	Ins.Plur	12	100-999	1288	srotoBiH	srotobhiḥ	match
114308	srotas	consonant-stem	Neut	Dat.Sing	1	100-999	1288	srotase	srotase	match
114308	srotas	consonant-stem	Neut	Dat.Plur	1	100-999	1288	srotoByaH	srotobhyaḥ	match
114308	srotas	consonant-stem	Neut	Abl.Sing	1	100-999	1288	srotasaH	srotasaḥ	match
114308	srotas	consonant-stem	Neut	Abl.Plur	8	100-999	1288	srotoByaH	srotobhyaḥ	match
114308	srotas	consonant-stem	Neut	Gen.Sing	8	100-999	1288	srotasaH	srotasaḥ	match
114308	srotas	consonant-stem	Neut	Gen.Plur	100	100-999	1288	srotasAm	srotasām	match
114308	srotas	consonant-stem	Neut	Loc.Sing	35	100-999	1288	srotasi	srotasi	match
114308	srotas	consonant-stem	Neut	Loc.Plur	20	100-999	1288	srotaHsu|srotassu	srotaḥsu	match
122972	vipāka	a-stem	Masc	Nom.Sing	110	100-999	1289	vipAkaH	vipākaḥ|vipākam|vipākā	variant
122972	vipāka	a-stem	Masc	Nom.Dual	4	100-999	1289	vipAkO	vipākau	match
122972	vipāka	a-stem	Masc	Nom.Plur	13	100-999	1289	vipAkAH	vipākāni|vipākāḥ	variant
122972	vipāka	a-stem	Masc	Acc.Sing	28	100-999	1289	vipAkam	vipākam|vipākām	variant
122972	vipāka	a-stem	Masc	Acc.Dual	5	100-999	1289	vipAkO	vipākau	match
122972	vipāka	a-stem	Masc	Acc.Plur	3	100-999	1289	vipAkAn	vipākān|vipākāni	variant
122972	vipāka	a-stem	Masc	Ins.Sing	58	100-999	1289	vipAkena	vipākena	match
122972	vipāka	a-stem	Masc	Ins.Dual	5	100-999	1289	vipAkAByAm	vipākābhyām	match
122972	vipāka	a-stem	Masc	Ins.Plur	5	100-999	1289	vipAkEH	vipākaiḥ|vipākābhiḥ	variant
122972	vipāka	a-stem	Masc	Dat.Sing	1	100-999	1289	vipAkAya	vipākāya	match
122972	vipāka	a-stem	Masc	Abl.Sing	15	100-999	1289	vipAkAd|vipAkAt	vipākāt|vipākataḥ	variant
122972	vipāka	a-stem	Masc	Abl.Dual	1	100-999	1289	vipAkAByAm	vipākābhyām	match
122972	vipāka	a-stem	Masc	Gen.Sing	13	100-999	1289	vipAkasya	vipākasya	match
122972	vipāka	a-stem	Masc	Gen.Dual	1	100-999	1289	vipAkayoH	vipākayoḥ	match
122972	vipāka	a-stem	Masc	Gen.Plur	11	100-999	1289	vipAkAnAm	vipākānām	match
122972	vipāka	a-stem	Masc	Loc.Sing	85	100-999	1289	vipAke	vipāke	match
122972	vipāka	a-stem	Masc	Loc.Dual	1	100-999	1289	vipAkayoH	vipākayoḥ	match
122972	vipāka	a-stem	Masc	Loc.Plur	12	100-999	1289	vipAkezu	vipākeṣu	match
89983	daivata	a-stem	Neut	Nom.Sing	124	100-999	1292	dEvatam	daivatam|daivataḥ	variant
89983	daivata	a-stem	Neut	Nom.Dual	2	100-999	1292	dEvate	daivate	match
89983	daivata	a-stem	Neut	Nom.Plur	36	100-999	1292	dEvatAni	daivatāni|daivatāḥ	variant
89983	daivata	a-stem	Neut	Acc.Sing	60	100-999	1292	dEvatam	daivatam|daivatām	variant
89983	daivata	a-stem	Neut	Acc.Plur	44	100-999	1292	dEvatAni	daivatāni|daivatān	variant
89983	daivata	a-stem	Neut	Ins.Sing	9	100-999	1292	dEvatena	daivatena	match
89983	daivata	a-stem	Neut	Ins.Plur	151	100-999	1292	dEvatEH	daivataiḥ	match
89983	daivata	a-stem	Neut	Dat.Sing	5	100-999	1292	dEvatAya	daivatāya	match
89983	daivata	a-stem	Neut	Dat.Plur	10	100-999	1292	dEvateByaH	daivatebhyaḥ|daivatābhyaḥ	variant
89983	daivata	a-stem	Neut	Abl.Sing	1	100-999	1292	dEvatAd|dEvatAt	daivatāt	match
89983	daivata	a-stem	Neut	Abl.Plur	2	100-999	1292	dEvateByaH	daivatebhyaḥ	match
89983	daivata	a-stem	Neut	Gen.Sing	4	100-999	1292	dEvatasya	daivatasya	match
89983	daivata	a-stem	Neut	Gen.Plur	4	100-999	1292	dEvatAnAm	daivatānām	match
89983	daivata	a-stem	Neut	Loc.Sing	14	100-999	1292	dEvate	daivate	match
89983	daivata	a-stem	Neut	Loc.Plur	16	100-999	1292	dEvatezu	daivateṣu	match
88842	jāraṇa	a-stem	Neut	Nom.Sing	138	100-999	1293	jAraRam	jāraṇam|jāraṇā|jāraṇaḥ	variant
88842	jāraṇa	a-stem	Neut	Nom.Dual	2	100-999	1293	jAraRe	jāraṇe	match
88842	jāraṇa	a-stem	Neut	Nom.Plur	1	100-999	1293	jAraRAni	jāraṇāni	match
88842	jāraṇa	a-stem	Neut	Acc.Sing	59	100-999	1293	jAraRam	jāraṇam|jāraṇām	variant
88842	jāraṇa	a-stem	Neut	Acc.Dual	1	100-999	1293	jAraRe	jāraṇe	match
88842	jāraṇa	a-stem	Neut	Ins.Sing	16	100-999	1293	jAraRena	jāraṇena	match
88842	jāraṇa	a-stem	Neut	Dat.Sing	13	100-999	1293	jAraRAya	jāraṇāya	match
88842	jāraṇa	a-stem	Neut	Abl.Sing	19	100-999	1293	jAraRAd|jAraRAt	jāraṇāt	match
88842	jāraṇa	a-stem	Neut	Gen.Sing	2	100-999	1293	jAraRasya	jāraṇāyāḥ	mismatch
88842	jāraṇa	a-stem	Neut	Loc.Sing	104	100-999	1293	jAraRe	jāraṇe|jāraṇāyām	variant
165997	jāraṇa	a-stem	Masc	Nom.Sing	1	100-999	1293	jAraRaH	jāraṇaḥ	match
169708	śvan	consonant-stem	Masc	Nom.Sing	116	100-999	1294	SvA	śvā	match
169708	śvan	consonant-stem	Masc	Nom.Dual	6	100-999	1294	SvAnO	śvānau|śvanau|śvānā	variant
169708	śvan	consonant-stem	Masc	Nom.Plur	27	100-999	1294	SvAnaH	śvānaḥ	match
169708	śvan	consonant-stem	Masc	Acc.Sing	41	100-999	1294	SvAnam	śvānam	match
169708	śvan	consonant-stem	Masc	Acc.Dual	4	100-999	1294	SvAnO	śvānau	match
169708	śvan	consonant-stem	Masc	Acc.Plur	11	100-999	1294	SunaH	śunaḥ|śvnaḥ	variant
169708	śvan	consonant-stem	Masc	Ins.Sing	38	100-999	1294	SunA	śvanā|śunā	variant
169708	śvan	consonant-stem	Masc	Ins.Plur	31	100-999	1294	SvaBiH	śvabhiḥ	match
169708	śvan	consonant-stem	Masc	Dat.Sing	9	100-999	1294	Sune	śune|śvane	variant
169708	śvan	consonant-stem	Masc	Dat.Plur	10	100-999	1294	SvaByaH	śvabhyaḥ	match
169708	śvan	consonant-stem	Masc	Abl.Sing	1	100-999	1294	SunaH	śunaḥ	match
169708	śvan	consonant-stem	Masc	Abl.Plur	2	100-999	1294	SvaByaH	śvabhyaḥ	match
169708	śvan	consonant-stem	Masc	Gen.Sing	30	100-999	1294	SunaH	śunaḥ|śvanaḥ	variant
169708	śvan	consonant-stem	Masc	Gen.Plur	23	100-999	1294	SunAm	śvanām|śunām	variant
169708	śvan	consonant-stem	Masc	Loc.Sing	9	100-999	1294	Suni	śvani|śuni	variant
65296	yoṣit	consonant-stem	Fem	Nom.Sing	34	100-999	1295	yozid|yozit	yoṣit	match
65296	yoṣit	consonant-stem	Fem	Nom.Dual	1	100-999	1295	yozitO	yoṣitau	match
65296	yoṣit	consonant-stem	Fem	Nom.Plur	153	100-999	1295	yozitaH	yoṣitaḥ	match
65296	yoṣit	consonant-stem	Fem	Acc.Sing	35	100-999	1295	yozitam	yoṣitam	match
65296	yoṣit	consonant-stem	Fem	Acc.Dual	2	100-999	1295	yozitO	yoṣitau	match
65296	yoṣit	consonant-stem	Fem	Acc.Plur	43	100-999	1295	yozitaH	yoṣitaḥ	match
65296	yoṣit	consonant-stem	Fem	Ins.Sing	9	100-999	1295	yozitA	yoṣitā	match
65296	yoṣit	consonant-stem	Fem	Ins.Plur	5	100-999	1295	yozidBiH	_	mismatch
65296	yoṣit	consonant-stem	Fem	Abl.Sing	1	100-999	1295	yozitaH	yoṣitaḥ	match
65296	yoṣit	consonant-stem	Fem	Gen.Sing	27	100-999	1295	yozitaH	yoṣitaḥ	match
65296	yoṣit	consonant-stem	Fem	Gen.Plur	132	100-999	1295	yozitAm	yoṣitām	match
65296	yoṣit	consonant-stem	Fem	Loc.Sing	11	100-999	1295	yoziti	yoṣiti	match
65296	yoṣit	consonant-stem	Fem	Loc.Plur	8	100-999	1295	yozitsu	yoṣitsu	match
91009	dvijāti	i-stem	Masc	Nom.Sing	24	100-999	1300	dvijAtiH	dvijātiḥ	match
91009	dvijāti	i-stem	Masc	Nom.Plur	142	100-999	1300	dvijAtayaH	dvijātayaḥ	match
91009	dvijāti	i-stem	Masc	Acc.Sing	3	100-999	1300	dvijAtim	dvijātim	match
91009	dvijāti	i-stem	Masc	Acc.Plur	23	100-999	1300	dvijAtIn	dvijātīn|dvijātīḥ	variant
91009	dvijāti	i-stem	Masc	Ins.Sing	2	100-999	1300	dvijAtinA	dvijātinā	match
91009	dvijāti	i-stem	Masc	Ins.Plur	66	100-999	1300	dvijAtiBiH	dvijātibhiḥ	match
91009	dvijāti	i-stem	Masc	Dat.Sing	30	100-999	1300	dvijAtaye	dvijātaye	match
91009	dvijāti	i-stem	Masc	Dat.Plur	35	100-999	1300	dvijAtiByaH	dvijātibhyaḥ	match
91009	dvijāti	i-stem	Masc	Abl.Sing	1	100-999	1300	dvijAteH	dvijāteḥ	match
91009	dvijāti	i-stem	Masc	Abl.Plur	4	100-999	1300	dvijAtiByaH	dvijātibhyaḥ	match
91009	dvijāti	i-stem	Masc	Gen.Sing	9	100-999	1300	dvijAteH	dvijāteḥ	match
91009	dvijāti	i-stem	Masc	Gen.Dual	1	100-999	1300	dvijAtyoH	dvijātiyoḥ	mismatch
91009	dvijāti	i-stem	Masc	Gen.Plur	77	100-999	1300	dvijAtInAm	dvijātīnām	match
91009	dvijāti	i-stem	Masc	Loc.Sing	1	100-999	1300	dvijAtO	dvijātau	match
91009	dvijāti	i-stem	Masc	Loc.Plur	26	100-999	1300	dvijAtizu	dvijātiṣu	match
91009	dvijāti	i-stem	Masc	Voc.Sing	2	100-999	1300	dvijAte	dvijāte	match
91009	dvijāti	i-stem	Masc	Voc.Plur	2	100-999	1300	dvijAtayaH	dvijātayaḥ	match
120199	svarūpa	a-stem	Neut	Nom.Sing	125	100-999	1301	svarUpam	svarūpam|svarūpaḥ|svarūpā	variant
120199	svarūpa	a-stem	Neut	Nom.Dual	4	100-999	1301	svarUpe	svarūpau|svarūpe	variant
120199	svarūpa	a-stem	Neut	Nom.Plur	9	100-999	1301	svarUpARi	svarūpāḥ|svarūpāṇi	variant
120199	svarūpa	a-stem	Neut	Acc.Sing	72	100-999	1301	svarUpam	svarūpam	match
120199	svarūpa	a-stem	Neut	Acc.Plur	2	100-999	1301	svarUpARi	svarūpāṇi	match
120199	svarūpa	a-stem	Neut	Ins.Sing	28	100-999	1301	svarUpeRa	svarūpeṇa|svarūpayā	variant
120199	svarūpa	a-stem	Neut	Ins.Plur	8	100-999	1301	svarUpEH	svarūpaiḥ	match
120199	svarūpa	a-stem	Neut	Dat.Sing	13	100-999	1301	svarUpAya	svarūpāya|svarūpāyai	variant
120199	svarūpa	a-stem	Neut	Abl.Sing	18	100-999	1301	svarUpAd|svarUpAt	svarūpāt|svarūpataḥ	variant
120199	svarūpa	a-stem	Neut	Gen.Sing	19	100-999	1301	svarUpasya	svarūpasya	match
120199	svarūpa	a-stem	Neut	Gen.Plur	6	100-999	1301	svarUpARAm	svarūpāṇām	match
120199	svarūpa	a-stem	Neut	Loc.Sing	15	100-999	1301	svarUpe	svarūpe|svarūpāyām	variant
120199	svarūpa	a-stem	Neut	Voc.Sing	1	100-999	1301	svarUpa	svarūpaiḥ	mismatch
125541	gaurava	a-stem	Neut	Nom.Sing	125	100-999	1302	gOravam	gauravam|gauravaḥ|gauravā	variant
125541	gaurava	a-stem	Neut	Nom.Plur	10	100-999	1302	gOravARi	gauravāḥ|gauravāṇi	variant
125541	gaurava	a-stem	Neut	Acc.Sing	81	100-999	1302	gOravam	gauravam|gauravām	variant
