idx	run	chapter	cluster	type	severity	triage	rule	status
271	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
272	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
273	gasuns2026-09-glava1-02	glava1	Д4	inappropriate_source	critical	SKIP	R3	human_judgment
274	gasuns2026-09-glava1-02	glava1	Д2	logical_inconsistency	major	APPLY	R6	safe_apply
275	gasuns2026-10-glava1-03	glava1	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
276	gasuns2026-10-glava1-03	glava1	Д5	missing_commentary_layer	major	SKIP	R2	not_applicable
277	gasuns2026-10-glava1-03	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
278	gasuns2026-10-glava1-03	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
279	gasuns2026-18-glava3-01	glava3	Д3	weak_genre_framing	minor	SOFTEN	R6	safe_apply
280	gasuns2026-18-glava3-01	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
281	gasuns2026-18-glava3-01	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
282	gasuns2026-18-glava3-01	glava3	Д5	missing_context	minor	SKIP	R2	not_applicable
283	gasuns2026-25-zakl-01	zakl	Д4	missing_source	minor	SKIP	R3	human_judgment
284	gasuns2026-25-zakl-01	zakl	Д4	missing_source	major	SKIP	R3	human_judgment
285	gasuns2026-25-zakl-01	zakl	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
286	gasuns2026-25-zakl-01	zakl	Д2	clarity_of_explanation	minor	APPLY	R5	human_judgment
287	gasuns2026-27-art-omonim-01	art	Д5	missing_commentary_layer	major	SKIP	R2	not_applicable
288	gasuns2026-27-art-omonim-01	art	Д4	missing_source	major	SKIP	R3	human_judgment
289	gasuns2026-27-art-omonim-01	art	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
290	gasuns2026-27-art-omonim-01	art	Д4	missing_source	major	SKIP	R3	human_judgment
291	gasuns2026-04-obzor-01	obzor	Д4	unattributed_commentary	minor	SKIP	R3	human_judgment
292	gasuns2026-04-obzor-01	obzor	Д5	accidental_similarity	critical	SKIP	R2	not_applicable
293	gasuns2026-04-obzor-01	obzor	Д3	anti_amateur_linguistics	major	SOFTEN	R4	already_addressed
294	gasuns2026-07-obzor-04	obzor	Д3	unsupported_semantization	major	SOFTEN	R4	already_addressed
295	gasuns2026-07-obzor-04	obzor	Д3	weak_genre_framing	major	SOFTEN	R4	already_addressed
296	gasuns2026-07-obzor-04	obzor	Д4	missing_source	major	SKIP	R3	human_judgment
297	gasuns2026-09-glava1-02	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
298	gasuns2026-09-glava1-02	glava1	Д5	missing_authority_chain	minor	SKIP	R2	not_applicable
299	gasuns2026-09-glava1-02	glava1	Д4	missing_sutra_reference	minor	SKIP	R3	human_judgment
300	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
301	gasuns2026-09-glava1-02	glava1	Д5	missing_authority_chain	minor	SKIP	R2	not_applicable
302	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
303	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
304	gasuns2026-09-glava1-02	glava1	Д2	logical_inconsistency	minor	APPLY	R1	already_addressed
305	gasuns2026-09-glava1-02	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
306	gasuns2026-09-glava1-02	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
307	gasuns2026-09-glava1-02	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
308	gasuns2026-10-glava1-03	glava1	Д5	missing_commentary_layer	major	SKIP	R2	not_applicable
309	gasuns2026-10-glava1-03	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
310	gasuns2026-10-glava1-03	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
311	gasuns2026-10-glava1-03	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
312	gasuns2026-12-glava2-01	glava2	Д4	missing_source	major	SKIP	R3	human_judgment
313	gasuns2026-12-glava2-01	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
314	gasuns2026-12-glava2-01	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
315	gasuns2026-12-glava2-01	glava2	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
316	gasuns2026-14-glava2-03	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
317	gasuns2026-14-glava2-03	glava2	Д3	weak_genre_framing	minor	SOFTEN	R4	already_addressed
318	gasuns2026-14-glava2-03	glava2	Д4	missing_sutra_reference	minor	SKIP	R3	human_judgment
319	gasuns2026-14-glava2-03	glava2	Д3	unsupported_reading	minor	SOFTEN	R4	already_addressed
320	gasuns2026-15-glava2-04	glava2	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
321	gasuns2026-15-glava2-04	glava2	Д5	missing_authority_chain	minor	SKIP	R2	not_applicable
322	gasuns2026-15-glava2-04	glava2	Д5	weak_source	minor	SKIP	R2	not_applicable
323	gasuns2026-15-glava2-04	glava2	Д2	logical_inconsistency	major	APPLY	R4	already_addressed
324	gasuns2026-21-glava3-04	glava3	Д1	anachronistic_sanskrit_period	major	APPLY	R6	safe_apply
325	gasuns2026-21-glava3-04	glava3	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
326	gasuns2026-21-glava3-04	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
327	gasuns2026-26-art-morfonol-01	art	Д1	missing_iast_on_first_mention	major	APPLY	R1	already_addressed
328	gasuns2026-26-art-morfonol-01	art	Д1	anachronistic_sanskrit_period	minor	APPLY	R5	human_judgment
329	gasuns2026-26-art-morfonol-01	art	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
330	gasuns2026-26-art-morfonol-01	art	Д4	misattribution	major	SKIP	R3	human_judgment
331	gasuns2026-26-art-morfonol-01	art	Д5	missing_context_of_hymn	info	SKIP	R2	not_applicable
332	gasuns2026-26-art-morfonol-01	art	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
333	gasuns2026-26-art-morfonol-01	art	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
334	gasuns2026-26-art-morfonol-01	art	Д1	mistranslated_native_term	minor	APPLY	R1	already_addressed
335	gasuns2026-26-art-morfonol-01	art	Д3	weak_genre_framing	major	SOFTEN	R5	human_judgment
336	gasuns2026-26-art-morfonol-01	art	Д4	unattributed_commentary	major	SKIP	R3	human_judgment
337	gasuns2026-26-art-morfonol-01	art	Д3	weak_parallel	minor	SOFTEN	R5	human_judgment
338	gasuns2026-26-art-morfonol-01	art	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
339	gasuns2026-01-vvedenie-01	vvedenie	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
340	gasuns2026-01-vvedenie-01	vvedenie	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
341	gasuns2026-01-vvedenie-01	vvedenie	Д4	missing_source	major	SKIP	R3	human_judgment
342	gasuns2026-02-vvedenie-02	vvedenie	Д3	weak_genre_framing	major	SOFTEN	R5	human_judgment
343	gasuns2026-02-vvedenie-02	vvedenie	Д4	missing_source	major	SKIP	R3	human_judgment
344	gasuns2026-02-vvedenie-02	vvedenie	Д5	missing_commentary_layer	major	SKIP	R2	not_applicable
345	gasuns2026-02-vvedenie-02	vvedenie	Д4	missing_sutra_reference	minor	SKIP	R3	human_judgment
346	gasuns2026-05-obzor-02	obzor	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
347	gasuns2026-05-obzor-02	obzor	Д4	missing_source	major	SKIP	R3	human_judgment
348	gasuns2026-05-obzor-02	obzor	Д2	logical_inconsistency	minor	APPLY	R4	already_addressed
349	gasuns2026-05-obzor-02	obzor	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
350	gasuns2026-05-obzor-02	obzor	Д3	weak_parallel	minor	SOFTEN	R4	already_addressed
351	gasuns2026-05-obzor-02	obzor	Д2	logical_inconsistency	major	APPLY	R4	already_addressed
352	gasuns2026-06-obzor-03	obzor	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
353	gasuns2026-06-obzor-03	obzor	Д4	missing_source	major	SKIP	R3	human_judgment
354	gasuns2026-06-obzor-03	obzor	Д2	logical_consistency	minor	APPLY	R1	already_addressed
355	gasuns2026-06-obzor-03	obzor	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
356	gasuns2026-06-obzor-03	obzor	Д3	weak_parallel	minor	SOFTEN	R4	already_addressed
357	gasuns2026-06-obzor-03	obzor	Д2	logical_consistency	major	APPLY	R1	already_addressed
358	gasuns2026-06-obzor-03	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
359	gasuns2026-06-obzor-03	obzor	Д3	unsupported_reading	major	SOFTEN	R4	already_addressed
360	gasuns2026-06-obzor-03	obzor	Д2	logical_consistency	major	APPLY	R4	already_addressed
361	gasuns2026-07-obzor-04	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
362	gasuns2026-07-obzor-04	obzor	Д1	mistranslated_native_term	minor	APPLY	R4	already_addressed
363	gasuns2026-07-obzor-04	obzor	Д5	missing_commentary_layer	major	SKIP	R2	not_applicable
364	gasuns2026-07-obzor-04	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
365	gasuns2026-07-obzor-04	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
366	gasuns2026-07-obzor-04	obzor	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
367	gasuns2026-07-obzor-04	obzor	Д5	missing_alternative_interpretation	major	SKIP	R2	not_applicable
368	gasuns2026-08-glava1-01	glava1	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
369	gasuns2026-08-glava1-01	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
370	gasuns2026-08-glava1-01	glava1	Д2	logical_inconsistency	minor	APPLY	R6	safe_apply
371	gasuns2026-08-glava1-01	glava1	Д3	evidentiary_gap	minor	SOFTEN	R6	safe_apply
372	gasuns2026-08-glava1-01	glava1	Д1	missing_iast_on_first_mention	major	APPLY	R1	already_addressed
373	gasuns2026-08-glava1-01	glava1	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
374	gasuns2026-08-glava1-01	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
375	gasuns2026-09-glava1-02	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
376	gasuns2026-09-glava1-02	glava1	Д3	weak_genre_framing	major	SOFTEN	R6	safe_apply
377	gasuns2026-09-glava1-02	glava1	Д5	factual_error	minor	SKIP	R2	not_applicable
378	gasuns2026-09-glava1-02	glava1	Д1	mistranslated_native_term	major	APPLY	R6	safe_apply
379	gasuns2026-09-glava1-02	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
380	gasuns2026-09-glava1-02	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
381	gasuns2026-10-glava1-03	glava1	Д5	missing_context_of_hymn	major	SKIP	R2	not_applicable
382	gasuns2026-10-glava1-03	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
383	gasuns2026-10-glava1-03	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
384	gasuns2026-10-glava1-03	glava1	Д3	unsupported_semantization	minor	SOFTEN	R6	safe_apply
385	gasuns2026-10-glava1-03	glava1	Д1	mistranslated_native_term	major	APPLY	R6	safe_apply
386	gasuns2026-10-glava1-03	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
387	gasuns2026-10-glava1-03	glava1	Д5	commentary_function_gap	major	SKIP	R2	not_applicable
388	gasuns2026-10-glava1-03	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
389	gasuns2026-10-glava1-03	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
390	gasuns2026-11-glava1-04	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
391	gasuns2026-11-glava1-04	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
392	gasuns2026-11-glava1-04	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
393	gasuns2026-11-glava1-04	glava1	Д2	logical_gap	minor	APPLY	R6	safe_apply
394	gasuns2026-14-glava2-03	glava2	Д5	missing_context_of_hymn	major	SKIP	R2	not_applicable
395	gasuns2026-14-glava2-03	glava2	Д4	unattributed_commentary	minor	SKIP	R3	human_judgment
396	gasuns2026-14-glava2-03	glava2	Д3	anti_amateur_linguistics	major	SOFTEN	R4	already_addressed
397	gasuns2026-14-glava2-03	glava2	Д5	missing_context_of_hymn	major	SKIP	R2	not_applicable
398	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
399	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
400	gasuns2026-18-glava3-01	glava3	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
401	gasuns2026-18-glava3-01	glava3	Д5	missing_alternative_interpretation	major	SKIP	R2	not_applicable
402	gasuns2026-18-glava3-01	glava3	Д2	logical_inconsistency	major	APPLY	R6	safe_apply
403	gasuns2026-19-glava3-02	glava3	Д3	weak_genre_framing	major	SOFTEN	R6	safe_apply
404	gasuns2026-19-glava3-02	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
405	gasuns2026-19-glava3-02	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
406	gasuns2026-19-glava3-02	glava3	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
407	gasuns2026-19-glava3-02	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
408	gasuns2026-19-glava3-02	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
409	gasuns2026-21-glava3-04	glava3	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
410	gasuns2026-21-glava3-04	glava3	Д3	weak_parallel	minor	SOFTEN	R6	safe_apply
411	gasuns2026-21-glava3-04	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
412	gasuns2026-26-art-morfonol-01	art	Д1	missing_iast_on_first_mention	major	APPLY	R5	human_judgment
413	gasuns2026-26-art-morfonol-01	art	Д5	missing_commentary_layer	major	SKIP	R2	not_applicable
414	gasuns2026-26-art-morfonol-01	art	Д3	unsupported_semantization	minor	SOFTEN	R5	human_judgment
415	gasuns2026-01-vvedenie-01	vvedenie	Д5	commentary_function_gap	major	SKIP	R2	not_applicable
416	gasuns2026-01-vvedenie-01	vvedenie	Д1	missing_iast_on_first_mention	major	APPLY	R5	human_judgment
417	gasuns2026-01-vvedenie-01	vvedenie	Д5	missing_commentary_layer	major	SKIP	R2	not_applicable
418	gasuns2026-06-obzor-03	obzor	Д4	unattributed_commentary	major	SKIP	R3	human_judgment
419	gasuns2026-06-obzor-03	obzor	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
420	gasuns2026-06-obzor-03	obzor	Д2	clarity_of_explanation	minor	APPLY	R1	already_addressed
421	gasuns2026-06-obzor-03	obzor	Д3	unsupported_semantization	major	SOFTEN	R4	already_addressed
422	gasuns2026-06-obzor-03	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
423	gasuns2026-06-obzor-03	obzor	Д2	clarity_of_explanation	minor	APPLY	R1	already_addressed
424	gasuns2026-08-glava1-01	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
425	gasuns2026-08-glava1-01	glava1	Д5	arbitrary_sound_change	major	SKIP	R2	not_applicable
426	gasuns2026-08-glava1-01	glava1	Д3	weak_parallel	minor	SOFTEN	R6	safe_apply
427	gasuns2026-09-glava1-02	glava1	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
428	gasuns2026-09-glava1-02	glava1	Д1	mistranslated_native_term	minor	APPLY	R6	safe_apply
429	gasuns2026-09-glava1-02	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
430	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
431	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
432	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
433	gasuns2026-09-glava1-02	glava1	Д2	formatting	minor	APPLY	R1	already_addressed
434	gasuns2026-09-glava1-02	glava1	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
435	gasuns2026-09-glava1-02	glava1	Д3	unsupported_reading	major	SOFTEN	R6	safe_apply
436	gasuns2026-09-glava1-02	glava1	Д2	logical_inconsistency	minor	APPLY	R6	safe_apply
437	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
438	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
439	gasuns2026-09-glava1-02	glava1	Д2	logical_inconsistency	major	APPLY	R6	safe_apply
440	gasuns2026-10-glava1-03	glava1	Д3	weak_genre_framing	minor	SOFTEN	R6	safe_apply
441	gasuns2026-10-glava1-03	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
442	gasuns2026-10-glava1-03	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
443	gasuns2026-11-glava1-04	glava1	Д1	anachronistic_sanskrit_period	major	APPLY	R1	already_addressed
444	gasuns2026-11-glava1-04	glava1	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
445	gasuns2026-11-glava1-04	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
446	gasuns2026-13-glava2-02	glava2	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
447	gasuns2026-13-glava2-02	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
448	gasuns2026-13-glava2-02	glava2	Д4	missing_source	major	SKIP	R3	human_judgment
449	gasuns2026-14-glava2-03	glava2	Д1	anachronistic_sanskrit_period	major	APPLY	R4	already_addressed
450	gasuns2026-14-glava2-03	glava2	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
451	gasuns2026-14-glava2-03	glava2	Д4	missing_sutra_reference	minor	SKIP	R3	human_judgment
452	gasuns2026-18-glava3-01	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
453	gasuns2026-18-glava3-01	glava3	Д5	missing_commentary_layer	major	SKIP	R2	not_applicable
454	gasuns2026-18-glava3-01	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
455	gasuns2026-21-glava3-04	glava3	Д3	weak_genre_framing	minor	SOFTEN	R6	safe_apply
456	gasuns2026-21-glava3-04	glava3	Д1	mistranslated_native_term	major	APPLY	R6	safe_apply
457	gasuns2026-21-glava3-04	glava3	Д3	unsupported_sanskrit_etymology	minor	SOFTEN	R6	safe_apply
458	gasuns2026-21-glava3-04	glava3	Д5	commentary_function_gap	major	SKIP	R2	not_applicable
459	gasuns2026-21-glava3-04	glava3	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
460	gasuns2026-21-glava3-04	glava3	Д2	clarity_of_explanation	minor	APPLY	R6	safe_apply
461	gasuns2026-22-glava3-05	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
462	gasuns2026-22-glava3-05	glava3	Д5	commentary_function_gap	major	SKIP	R2	not_applicable
463	gasuns2026-22-glava3-05	glava3	Д2	clarity_issue	minor	APPLY	R6	safe_apply
464	gasuns2026-27-art-omonim-01	art	Д4	missing_sutra_reference	minor	SKIP	R3	human_judgment
465	gasuns2026-27-art-omonim-01	art	Д1	missing_iast_on_first_mention	minor	APPLY	R5	human_judgment
466	gasuns2026-27-art-omonim-01	art	Д2	logical_consistency	major	APPLY	R5	human_judgment
467	gasuns2026-05-obzor-02	obzor	Д3	unsupported_semantization	minor	SOFTEN	R4	already_addressed
468	gasuns2026-05-obzor-02	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
469	gasuns2026-05-obzor-02	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
470	gasuns2026-07-obzor-04	obzor	Д1	anachronistic_sanskrit_period	minor	APPLY	R1	already_addressed
471	gasuns2026-07-obzor-04	obzor	Д3	unsupported_reading	minor	SOFTEN	R4	already_addressed
472	gasuns2026-07-obzor-04	obzor	Д2	logical_consistency	minor	APPLY	R1	already_addressed
473	gasuns2026-07-obzor-04	obzor	Д3	unsupported_semantization	minor	SOFTEN	R4	already_addressed
474	gasuns2026-07-obzor-04	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
475	gasuns2026-07-obzor-04	obzor	Д2	clarity_of_explanation	minor	APPLY	R4	already_addressed
476	gasuns2026-07-obzor-04	obzor	Д5	missing_apparatus	critical	SKIP	R2	not_applicable
477	gasuns2026-07-obzor-04	obzor	Д3	evidentiary_base	major	SOFTEN	R4	already_addressed
478	gasuns2026-08-glava1-01	glava1	Д5	commentary_function_gap	major	SKIP	R2	not_applicable
479	gasuns2026-08-glava1-01	glava1	Д2	logical_inconsistency	major	APPLY	R1	already_addressed
480	gasuns2026-08-glava1-01	glava1	Д3	evidentiary_gap	minor	SOFTEN	R6	safe_apply
481	gasuns2026-09-glava1-02	glava1	Д3	unsupported_semantization	minor	SOFTEN	R6	safe_apply
482	gasuns2026-09-glava1-02	glava1	Д3	unsupported_semantization	minor	SOFTEN	R6	safe_apply
483	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
484	gasuns2026-09-glava1-02	glava1	Д3	weak_genre_framing	minor	SOFTEN	R6	safe_apply
485	gasuns2026-09-glava1-02	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
486	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
487	gasuns2026-10-glava1-03	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
488	gasuns2026-10-glava1-03	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
489	gasuns2026-10-glava1-03	glava1	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
490	gasuns2026-11-glava1-04	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
491	gasuns2026-11-glava1-04	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
492	gasuns2026-11-glava1-04	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
493	gasuns2026-11-glava1-04	glava1	Д4	unattributed_commentary	major	SKIP	R3	human_judgment
494	gasuns2026-12-glava2-01	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
495	gasuns2026-12-glava2-01	glava2	Д3	weak_genre_framing	minor	SOFTEN	R4	already_addressed
496	gasuns2026-12-glava2-01	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
497	gasuns2026-12-glava2-01	glava2	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
498	gasuns2026-12-glava2-01	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
499	gasuns2026-12-glava2-01	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
500	gasuns2026-18-glava3-01	glava3	Д3	unsupported_semantization	minor	SOFTEN	R6	safe_apply
501	gasuns2026-18-glava3-01	glava3	Д5	missing_authority_chain	minor	SKIP	R2	not_applicable
502	gasuns2026-18-glava3-01	glava3	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
503	gasuns2026-18-glava3-01	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
504	gasuns2026-18-glava3-01	glava3	Д5	missing_apparatus	major	SKIP	R2	not_applicable
505	gasuns2026-18-glava3-01	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
506	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
507	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
508	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
509	gasuns2026-20-glava3-03	glava3	Д5	arbitrary_sound_change	major	SKIP	R2	not_applicable
510	gasuns2026-21-glava3-04	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
511	gasuns2026-21-glava3-04	glava3	Д5	missing_authority_chain	minor	SKIP	R2	not_applicable
512	gasuns2026-21-glava3-04	glava3	Д2	logical_consistency	minor	APPLY	R6	safe_apply
513	gasuns2026-26-art-morfonol-01	art	Д5	accidental_similarity	major	SKIP	R2	not_applicable
514	gasuns2026-26-art-morfonol-01	art	Д2	logical_inconsistency	major	APPLY	R1	already_addressed
515	gasuns2026-26-art-morfonol-01	art	Д3	unsubstantiated_claim	minor	SOFTEN	R5	human_judgment
516	gasuns2026-27-art-omonim-01	art	Д5	missing_authority_chain	minor	SKIP	R2	not_applicable
517	gasuns2026-27-art-omonim-01	art	Д1	mistranslated_native_term	minor	APPLY	R5	human_judgment
518	gasuns2026-27-art-omonim-01	art	Д2	clarity_of_explanation	minor	APPLY	R5	human_judgment
519	gasuns2026-28-art-vargi-01	art	Д1	missing_iast_on_first_mention	minor	APPLY	R5	human_judgment
520	gasuns2026-28-art-vargi-01	art	Д4	missing_source	medium	SKIP	R3	human_judgment
521	gasuns2026-28-art-vargi-01	art	Д2	clarity_of_explanation	minor	APPLY	R1	already_addressed
522	gasuns2026-04-obzor-01	obzor	Д3	unsupported_semantization	major	SOFTEN	R4	already_addressed
523	gasuns2026-04-obzor-01	obzor	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
524	gasuns2026-04-obzor-01	obzor	Д3	unsupported_semantization	major	SOFTEN	R4	already_addressed
525	gasuns2026-04-obzor-01	obzor	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
526	gasuns2026-04-obzor-01	obzor	Д3	unsupported_semantization	major	SOFTEN	R4	already_addressed
527	gasuns2026-04-obzor-01	obzor	Д5	arbitrary_sound_change	minor	SKIP	R2	not_applicable
528	gasuns2026-04-obzor-01	obzor	Д4	vague_source	minor	SKIP	R3	human_judgment
529	gasuns2026-05-obzor-02	obzor	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
530	gasuns2026-05-obzor-02	obzor	Д4	unattributed_commentary	major	SKIP	R3	human_judgment
531	gasuns2026-05-obzor-02	obzor	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
532	gasuns2026-05-obzor-02	obzor	Д3	unsupported_reading	major	SOFTEN	R4	already_addressed
533	gasuns2026-05-obzor-02	obzor	Д5	missing_alternative_interpretation	major	SKIP	R2	not_applicable
534	gasuns2026-05-obzor-02	obzor	Д4	missing_source	major	SKIP	R3	human_judgment
535	gasuns2026-06-obzor-03	obzor	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
536	gasuns2026-06-obzor-03	obzor	Д4	missing_source	major	SKIP	R3	human_judgment
537	gasuns2026-07-obzor-04	obzor	Д5	commentary_function_gap	major	SKIP	R2	not_applicable
538	gasuns2026-07-obzor-04	obzor	Д3	weak_parallel	major	SOFTEN	R4	already_addressed
539	gasuns2026-07-obzor-04	obzor	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
540	gasuns2026-07-obzor-04	obzor	Д3	evidentiary_base	major	SOFTEN	R4	already_addressed
541	gasuns2026-08-glava1-01	glava1	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
542	gasuns2026-08-glava1-01	glava1	Д2	logical_inconsistency	major	APPLY	R6	safe_apply
543	gasuns2026-09-glava1-02	glava1	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
